Item,2018,2019,2020,2021,2022
Funds from Operations,625.93M,721.02M,952.89M,1.11B,1.42B
Funds from Operations Growth,-,15.19%,32.16%,16.01%,28.18%
Changes in Working Capital,(55.59M),(37.17M),(70.38M),(95.27M),(122.71M)
Receivables,435K,(897K),2.8M,(44K),(273K)
Inventories,-,-,-,-,-
Accounts Payable,21.91M,39.01M,(1.12M),60.93M,77.85M
Other Assets/Liabilities,(77.94M),(75.28M),(72.06M),(156.15M),(200.28M)
Net Operating Cash Flow,570.34M,683.86M,882.51M,1.01B,1.29B
Net Operating Cash Flow Growth,-,19.90%,29.05%,14.47%,28.13%
Item,2018,2019,2020,2021,2022
Capital Expenditures,-,-,-,-,-
Capital Expenditures Growth,-,-,-,-,-
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,28.28M,1.02B,367.61M,2.03B,1.54B
Purchase/Sale of Investments,(2.16B),(3.64B),(3.28B),(7.11B),(5.08B)
Purchase of Investments,(2.35B),(3.8B),(4.19B),(8.12B),(6.43B)
Sale/Maturity of Investments,192.46M,153.97M,915.8M,1.01B,1.35B
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(2.13B),(2.62B),(2.91B),(5.08B),(3.54B)
