Item,2018,2019,2020,2021,2022
Funds from Operations,2.52B,2.26B,2.04B,2.12B,2.4B
Funds from Operations Growth,-,-10.17%,-9.73%,3.72%,13.51%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,14M,560M,(893M),(615M),382M
Net Operating Cash Flow,2.53B,2.82B,1.15B,1.5B,2.79B
Net Operating Cash Flow Growth,-,11.46%,-59.31%,30.84%,85.42%
Net Operating Cash Flow / Interest Income,51.89%,53.89%,24.50%,34.39%,51.46%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(99M),(85M),(63M),(66M),(108M)
Capital Expenditures (Fixed Assets),(99M),(85M),(63M),(66M),(108M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(185M),-,(29M),(58M)
Sale of Fixed Assets & Businesses,2M,18M,-,4M,16M
Purchase/Sale of Investments,896M,875M,(17.27B),(11.08B),6.51B
Purchase of Investments,(5.88B),(5.98B),(30.69B),(28.25B),(8.94B)
Sale/Maturity of Investments,6.77B,6.85B,13.42B,17.17B,15.45B
Increase in Loans,(3.7B),(6.19B),(7.36B),(4.66B),(17.65B)
Decrease in Loans,275M,675M,431M,337M,1.97B
Other Uses,-,-,-,-,-
Other Sources,202M,59M,66M,72M,72M
Net Investing Cash Flow,(2.42B),(4.83B),(24.2B),(15.42B),(9.25B)
Net Investing Cash Flow Growth,-,-99.38%,-400.64%,36.28%,40.00%
Net Investing Cash Flow / Interest Income,-49.69%,-92.32%,-516.46%,-353.03%,-170.92%
