Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,162.8M,430.9M,384.3M,(121.1M),600.1M
Net Income Growth,-,164.68%,-10.81%,-131.51%,595.54%
"Depreciation, Depletion & Amortization",295.2M,281.3M,269.5M,247.6M,229.7M
Depreciation and Depletion,271.2M,257.8M,246.6M,227.4M,211.8M
Amortization of Intangible Assets,24M,23.5M,22.9M,20.2M,17.9M
Deferred Taxes & Investment Tax Credit,84.1M,8.5M,(168.8M),35.6M,(46.1M)
Deferred Taxes,84.1M,8.5M,(168.8M),35.6M,(46.1M)
Investment Tax Credit,-,-,-,-,-
Other Funds,144M,140.1M,195.7M,142.9M,101.8M
Funds from Operations,686.1M,860.8M,680.7M,305M,885.5M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,289M,(77M),73.9M,75.9M,(169.6M)
Receivables,34.5M,10.1M,57.6M,(143M),32.4M
Accounts Payable,64.6M,(4.7M),(64.3M),296.8M,194.6M
Other Assets/Liabilities,132.1M,8.4M,8.3M,(81.6M),(127.3M)
Net Operating Cash Flow,975.1M,783.8M,754.6M,380.9M,715.9M
Net Operating Cash Flow Growth,-,-19.62%,-3.73%,-49.52%,87.95%
Net Operating Cash Flow / Sales,15.77%,12.42%,12.25%,8.66%,11.51%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(161.6M),(197.7M),(270.3M),(107.8M),(166.9M)
Capital Expenditures Growth,-,-22.34%,-36.72%,60.12%,-54.82%
Capital Expenditures / Sales,-2.61%,-3.13%,-4.39%,-2.45%,-2.68%
Capital Expenditures (Fixed Assets),(161.6M),(197.7M),(270.3M),(107.8M),(166.9M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(4.6M),(4.5M),-,-,-
Sale of Fixed Assets & Businesses,-,20M,21.7M,-,-
Purchase/Sale of Investments,(22.9M),(673.3M),950.7M,302.6M,(546M)
Purchase of Investments,(1.61B),(3.03B),(1.29B),(704.6M),(1.51B)
Sale/Maturity of Investments,1.58B,2.36B,2.24B,1.01B,964.6M
Other Uses,-,(23.8M),-,(3.5M),(5M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(189.1M),(879.3M),702.1M,195M,(717.9M)
Net Investing Cash Flow Growth,-,-364.99%,179.85%,-72.23%,-468.15%
Net Investing Cash Flow / Sales,-3.06%,-13.93%,11.40%,4.43%,-11.54%
