Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,(104.2M),469.9M,(1.09B),665.6M,1.63B
Net Income Growth,-,550.96%,-332.13%,161.02%,145.63%
"Depreciation, Depletion & Amortization",691.2M,931.9M,945.1M,915.6M,884.8M
Depreciation and Depletion,685.1M,926.2M,940M,914.4M,883.7M
Amortization of Intangible Assets,6.1M,5.7M,5.1M,1.2M,1.1M
Deferred Taxes & Investment Tax Credit,612.4M,(101.8M),(261.3M),(684M),98.8M
Deferred Taxes,612.4M,(101.8M),(261.3M),(684M),98.8M
Investment Tax Credit,-,-,-,-,-
Other Funds,53M,131.5M,1.52B,158.5M,198.2M
Funds from Operations,1.25B,1.43B,1.11B,1.06B,2.82B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(316.9M),(21.7M),(19.4M),526.9M,(629.7M)
Receivables,(91.2M),5.9M,34.6M,(153.6M),(683.6M)
Accounts Payable,(65.7M),342M,(125.4M),333.3M,995.1M
Other Assets/Liabilities,(4.3M),127.8M,(56.7M),155.8M,126.7M
Net Operating Cash Flow,935.5M,1.41B,1.1B,1.58B,2.19B
Net Operating Cash Flow Growth,-,50.70%,-22.30%,44.48%,38.19%
Net Operating Cash Flow / Sales,12.63%,14.70%,12.30%,18.23%,17.70%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(820.1M),(954.5M),(1.27B),(1.17B),(1.29B)
Capital Expenditures Growth,-,-16.39%,-33.28%,7.99%,-10.08%
Capital Expenditures / Sales,-11.07%,-9.96%,-14.28%,-13.48%,-10.43%
Capital Expenditures (Fixed Assets),(820.1M),(954.5M),(1.27B),(1.17B),(1.29B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(985.3M),(55.1M),-,(24.1M)
Sale of Fixed Assets & Businesses,300.7M,12.6M,4M,-,28.1M
Purchase/Sale of Investments,(130.2M),(17.2M),(37.6M),(15.9M),(25.9M)
Purchase of Investments,(1.79B),(536M),(573.1M),(624.8M),(436.8M)
Sale/Maturity of Investments,1.66B,518.8M,535.5M,608.9M,410.9M
Other Uses,(18.2M),(300K),-,(3M),(11.8M)
Other Sources,666.8M,834.1M,1.12B,1.04B,1.57B
Net Investing Cash Flow,(667.8M),(1.94B),(1.36B),(1.19B),(1.32B)
Net Investing Cash Flow Growth,-,-191.21%,30.02%,12.59%,-11.16%
Net Investing Cash Flow / Sales,-9.01%,-20.28%,-15.28%,-13.70%,-10.70%
