Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,(313.14M),109.49M,446.91M,(295.7M),948.58M
Net Income Growth,-,134.97%,308.16%,-166.17%,420.79%
"Depreciation, Depletion & Amortization",52.18M,54.97M,54.53M,51.81M,57.84M
Depreciation and Depletion,24.6M,32.3M,32.1M,30.31M,36.34M
Amortization of Intangible Assets,27.58M,22.67M,22.43M,21.5M,21.5M
Deferred Taxes & Investment Tax Credit,-,(459K),(377K),(350K),(465.6M)
Deferred Taxes,-,(459K),(377K),(350K),(465.6M)
Investment Tax Credit,-,-,-,-,-
Other Funds,232.21M,218.76M,152.3M,191.38M,223.24M
Funds from Operations,(28.76M),382.77M,653.36M,(52.86M),764.06M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(64.23M),(46.54M),57.3M,(71.74M),(14.57M)
Receivables,(117.54M),(41.3M),(1.21M),(173.19M),(134.31M)
Accounts Payable,(7.93M),36.16M,(20.18M),15.12M,73.34M
Other Assets/Liabilities,(31.37M),(33.41M),5.74M,(8.05M),(64.08M)
Net Operating Cash Flow,(92.99M),336.23M,710.66M,(124.6M),749.49M
Net Operating Cash Flow Growth,-,461.58%,111.36%,-117.53%,701.52%
Net Operating Cash Flow / Sales,-6.05%,17.87%,32.92%,-4.67%,25.10%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(111.02M),(73.48M),(78.06M),(187.38M),(181.01M)
Capital Expenditures Growth,-,33.81%,-6.23%,-140.03%,3.40%
Capital Expenditures / Sales,-7.23%,-3.90%,-3.62%,-7.03%,-6.06%
Capital Expenditures (Fixed Assets),(111.02M),(73.48M),(78.06M),(187.38M),(181.01M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(238.96M),(12.94M),(9.39M),(81.62M),(26.69M)
Purchase of Investments,(384.67M),(168.87M),(374.81M),(612.34M),(268.68M)
Sale/Maturity of Investments,145.71M,155.93M,365.42M,530.72M,241.98M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(349.98M),(86.42M),(87.45M),(269M),(207.7M)
Net Investing Cash Flow Growth,-,75.31%,-1.19%,-207.59%,22.79%
Net Investing Cash Flow / Sales,-22.78%,-4.59%,-4.05%,-10.09%,-6.96%
