Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,3.03B,10.07B,11.59B,21.33B,33.36B
Net Income Growth,-,232.11%,15.04%,84.08%,56.41%
"Depreciation, Depletion & Amortization",11.48B,15.34B,21.79B,25.25B,34.3B
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(29M),441M,796M,(554M),(310M)
Deferred Taxes,(29M),441M,796M,(554M),(310M)
Investment Tax Credit,-,-,-,-,-
Other Funds,4.13B,5.91B,6.78B,6.56B,(1.41B)
Funds from Operations,18.61B,31.77B,40.95B,52.58B,65.94B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(242M),(1.04B),(2.44B),13.48B,(19.61B)
Receivables,(4.78B),(4.62B),(7.68B),(8.17B),(18.16B)
Accounts Payable,7.1B,3.26B,8.19B,17.48B,3.6B
Other Assets/Liabilities,738M,1.15B,1.71B,1.27B,2.31B
Net Operating Cash Flow,18.37B,30.72B,38.51B,66.06B,46.33B
Net Operating Cash Flow Growth,-,67.29%,25.36%,71.53%,-29.88%
Net Operating Cash Flow / Sales,10.33%,13.19%,13.73%,17.11%,9.86%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(11.96B),(13.43B),(16.86B),(40.14B),(61.05B)
Capital Expenditures Growth,-,-12.31%,-25.58%,-138.06%,-52.10%
Capital Expenditures / Sales,-6.72%,-5.77%,-6.01%,-10.40%,-12.99%
Capital Expenditures (Fixed Assets),(11.96B),(13.43B),(16.86B),(40.14B),(61.05B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(13.97B),(2.19B),(2.46B),(2.33B),(1.99B)
Sale of Fixed Assets & Businesses,1.9B,2.1B,4.17B,5.1B,5.66B
Purchase/Sale of Investments,(3.05B),1.14B,(9.13B),(22.24B),(773M)
Purchase of Investments,(12.73B),(7.1B),(31.81B),(72.48B),(60.16B)
Sale/Maturity of Investments,9.68B,8.24B,22.68B,50.24B,59.38B
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(27.08B),(12.37B),(24.28B),(59.61B),(58.15B)
Net Investing Cash Flow Growth,-,54.33%,-96.31%,-145.50%,2.44%
Net Investing Cash Flow / Sales,-15.23%,-5.31%,-8.66%,-15.44%,-12.38%
