Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,306.2M,566.9M,345M,257.8M,252.7M
Net Income Growth,-,85.14%,-39.14%,-25.28%,-1.98%
"Depreciation, Depletion & Amortization",225.6M,210.5M,210.3M,212.4M,282.3M
Depreciation and Depletion,208.1M,193.5M,175.6M,171.8M,202.8M
Amortization of Intangible Assets,17.5M,17M,34.7M,40.6M,79.5M
Deferred Taxes & Investment Tax Credit,(139.6M),42.6M,2.9M,(52.3M),71.7M
Deferred Taxes,(139.6M),42.6M,2.9M,(52.3M),71.7M
Investment Tax Credit,-,-,-,-,-
Other Funds,173M,226.7M,263M,284.6M,282.1M
Funds from Operations,565.2M,1.05B,821.2M,702.5M,888.8M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,694.9M,(185.6M),(292.3M),(90.5M),(199.1M)
Receivables,203.8M,96.3M,(118.1M),(76.1M),(31.8M)
Accounts Payable,(10.1M),3.5M,6.4M,56M,200K
Other Assets/Liabilities,98M,(46.2M),(99.8M),(56.3M),(181.3M)
Net Operating Cash Flow,1.26B,861.1M,528.9M,612M,689.7M
Net Operating Cash Flow Growth,-,-31.66%,-38.58%,15.71%,12.70%
Net Operating Cash Flow / Sales,25.07%,18.53%,11.90%,13.77%,14.56%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(151.2M),(147.4M),(109.6M),(100.4M),(100M)
Capital Expenditures Growth,-,2.51%,25.64%,8.39%,0.40%
Capital Expenditures / Sales,-3.01%,-3.17%,-2.47%,-2.26%,-2.11%
Capital Expenditures (Fixed Assets),(151.2M),(147.4M),(109.6M),(100.4M),(100M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(33M),(59.1M),(278.2M),(484M),(192.7M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(199.8M),771.3M,(140.4M),250.7M,305.8M
Purchase of Investments,(1.9B),(1.25B),(3.32B),(984.4M),(659.9M)
Sale/Maturity of Investments,1.7B,2.02B,3.18B,1.24B,965.7M
Other Uses,-,-,-,(5.2M),-
Other Sources,16.9M,-,-,4.8M,-
Net Investing Cash Flow,(309M),564.8M,(528.2M),(288.9M),13.8M
Net Investing Cash Flow Growth,-,282.78%,-193.52%,45.30%,104.78%
Net Investing Cash Flow / Sales,-6.15%,12.15%,-11.88%,-6.50%,0.29%
