Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,2.14B,2.12B,3.01B,(7.07B),(1.96B)
Net Income Growth,-,-1.03%,41.80%,-334.93%,72.22%
"Depreciation, Depletion & Amortization",2.15B,2.17B,2.29B,2.49B,2.49B
Depreciation and Depletion,2.07B,2.1B,2.23B,2.43B,2.44B
Amortization of Intangible Assets,79M,67M,60M,55M,49M
Deferred Taxes & Investment Tax Credit,973M,512M,882M,(1.74B),(583M)
Deferred Taxes,973M,512M,882M,(1.74B),(583M)
Investment Tax Credit,-,-,-,-,-
Other Funds,176M,582M,207M,1.96B,459M
Funds from Operations,5.44B,5.38B,6.39B,(4.36B),397M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(2.03B),783M,523M,227M,1.67B
Receivables,(183M),17M,44M,135M,(448M)
Accounts Payable,66M,130M,324M,(1.08B),985M
Other Assets/Liabilities,(1.91B),636M,155M,1.17B,1.13B
Net Operating Cash Flow,3.41B,6.16B,6.91B,(4.13B),2.07B
Net Operating Cash Flow Growth,-,80.60%,12.09%,-159.82%,150.01%
Net Operating Cash Flow / Sales,9.03%,14.92%,15.97%,-26.92%,8.39%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(4B),(4.07B),(4.53B),(1.73B),(2.11B)
Capital Expenditures Growth,-,-1.80%,-11.25%,61.86%,-22.00%
Capital Expenditures / Sales,-10.58%,-9.85%,-10.47%,-11.25%,-8.55%
Capital Expenditures (Fixed Assets),(4B),(4.07B),(4.53B),(1.73B),(2.11B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,107M
Purchase/Sale of Investments,(66M),(75M),63M,1.77B,329M
Purchase of Investments,(3.24B),(2.69B),(2.93B),(552M),(68M)
Sale/Maturity of Investments,3.18B,2.62B,3B,2.32B,397M
Other Uses,(30M),(466M),(174M),-,(1M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(3.93B),(4.46B),(4.56B),50M,(1.67B)
Net Investing Cash Flow Growth,-,-13.36%,-2.36%,101.10%,"-3,444.00%"
Net Investing Cash Flow / Sales,-10.40%,-10.79%,-10.54%,0.33%,-6.79%
