Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,696M,352.5M,16.8M,(669.9M),(1.27B)
Net Income Growth,-,-49.35%,-95.23%,"-4,087.50%",-89.45%
"Depreciation, Depletion & Amortization",1.81B,2.11B,1.84B,2.22B,3.21B
Depreciation and Depletion,287.6M,279.5M,256.1M,527.9M,509.5M
Amortization of Intangible Assets,1.52B,1.83B,1.58B,1.69B,2.7B
Deferred Taxes & Investment Tax Credit,(111.4M),(264.3M),(192.6M),(213.2M),675.7M
Deferred Taxes,(111.4M),(264.3M),(192.6M),(213.2M),675.7M
Investment Tax Credit,-,-,-,-,-
Other Funds,356.8M,332.6M,648.5M,595.1M,2.2B
Funds from Operations,2.75B,2.53B,2.31B,1.93B,4.82B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(682.4M),(189M),(507.8M),(696.3M),(1.8B)
Receivables,(162.2M),340.1M,(20M),78.7M,59.3M
Accounts Payable,14.4M,220.3M,(96.3M),(82.7M),(70.4M)
Other Assets/Liabilities,(420.3M),(177.9M),63.5M,46M,(666.5M)
Net Operating Cash Flow,2.06B,2.34B,1.8B,1.23B,3.02B
Net Operating Cash Flow Growth,-,13.41%,-22.97%,-31.71%,144.92%
Net Operating Cash Flow / Sales,17.34%,20.48%,15.68%,10.32%,16.90%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(896.2M),(252.1M),(406M),(681.2M),(509.4M)
Capital Expenditures Growth,-,71.87%,-61.05%,-67.78%,25.22%
Capital Expenditures / Sales,-7.53%,-2.20%,-3.53%,-5.70%,-2.85%
Capital Expenditures (Fixed Assets),(275.9M),(252.1M),(213.2M),(243M),(457.2M)
Capital Expenditures (Other Assets),(620.3M),-,(192.8M),(438.2M),(52.2M)
Net Assets from Acquisitions,(174.5M),(65.9M),(148.7M),-,-
Sale of Fixed Assets & Businesses,86.7M,29.3M,28M,417.9M,392M
Purchase/Sale of Investments,100K,21.8M,1.3M,(57.8M),(400K)
Purchase of Investments,(96.5M),(63.4M),(25.8M),(104.8M),(30.2M)
Sale/Maturity of Investments,96.6M,85.2M,27.1M,47M,29.8M
Other Uses,-,(943.5M),-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(983.9M),(1.21B),(525.4M),(301.1M),(117.8M)
Net Investing Cash Flow Growth,-,-23.02%,56.59%,42.69%,60.88%
Net Investing Cash Flow / Sales,-8.26%,-10.59%,-4.57%,-2.52%,-0.66%
