Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,3.23B,8.32B,6.19B,5.58B,6.24B
Net Income Growth,-,157.38%,-25.54%,-9.88%,11.88%
"Depreciation, Depletion & Amortization",1.61B,1.23B,1.32B,1.55B,1.52B
Depreciation and Depletion,1.25B,1.01B,895.7M,918.8M,942.8M
Amortization of Intangible Assets,361.3M,225.8M,428.2M,628.8M,579.7M
Deferred Taxes & Investment Tax Credit,326.8M,62.4M,(134.5M),(802.3M),(2.19B)
Deferred Taxes,326.8M,62.4M,(134.5M),(802.3M),(2.19B)
Investment Tax Credit,-,-,-,-,-
Other Funds,2.74B,(3.09B),(136.1M),1.96B,1.52B
Funds from Operations,7.9B,6.52B,7.25B,8.28B,7.1B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(2.38B),(1.69B),(747.4M),(1.02B),(14.5M)
Receivables,(996.7M),(127.2M),(1.35B),(1.28B),(299.6M)
Accounts Payable,(284.5M),(477.7M),1.27B,(664.1M),1.33B
Other Assets/Liabilities,(980M),(602.3M),(457.1M),1.52B,(793.5M)
Net Operating Cash Flow,5.52B,4.84B,6.5B,7.26B,7.08B
Net Operating Cash Flow Growth,-,-12.45%,34.38%,11.71%,-2.43%
Net Operating Cash Flow / Sales,25.70%,21.67%,26.49%,25.64%,24.82%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(3.02B),(1.35B),(2.03B),(1.87B),(2.48B)
Capital Expenditures Growth,-,55.16%,-49.92%,7.68%,-32.61%
Capital Expenditures / Sales,-14.04%,-6.06%,-8.27%,-6.61%,-8.70%
Capital Expenditures (Fixed Assets),(1.21B),(1.03B),(1.39B),(1.31B),(1.85B)
Capital Expenditures (Other Assets),(1.81B),(319.6M),(641.2M),(563.4M),(629.7M)
Net Assets from Acquisitions,-,(7.29B),(849.3M),(747.4M),(327.2M)
Sale of Fixed Assets & Businesses,-,354.8M,-,-,-
Purchase/Sale of Investments,5.11B,456.2M,516.7M,(166M),(244M)
Purchase of Investments,(950.1M),(290.2M),(370.1M),(1.01B),(707.6M)
Sale/Maturity of Investments,6.06B,746.4M,886.8M,847.4M,463.6M
Other Uses,(187.7M),(248.7M),-,-,(206.4M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,1.91B,(8.08B),(2.26B),(2.76B),(3.26B)
Net Investing Cash Flow Growth,-,-524.08%,72.05%,-22.29%,-18.08%
Net Investing Cash Flow / Sales,8.87%,-36.21%,-9.21%,-9.75%,-11.43%
