Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,380M,455M,596M,588M,878M
Net Income Growth,-,19.74%,30.99%,-1.34%,49.32%
"Depreciation, Depletion & Amortization",729M,702M,678M,668M,700M
Depreciation and Depletion,509M,498M,491M,488M,520M
Amortization of Intangible Assets,220M,204M,187M,180M,180M
Deferred Taxes & Investment Tax Credit,82M,35M,(45M),17M,35M
Deferred Taxes,82M,35M,(45M),17M,35M
Investment Tax Credit,-,-,-,-,-
Other Funds,(47M),284M,83M,265M,27M
Funds from Operations,1.14B,1.48B,1.31B,1.54B,1.64B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,334M,90M,236M,(106M),120M
Receivables,(189M),(17M),49M,(135M),(863M)
Accounts Payable,639M,592M,72M,66M,1.31B
Other Assets/Liabilities,(55M),(160M),161M,(57M),136M
Net Operating Cash Flow,1.48B,1.57B,1.55B,1.43B,1.76B
Net Operating Cash Flow Growth,-,5.95%,-1.15%,-7.49%,22.91%
Net Operating Cash Flow / Sales,13.44%,13.46%,13.51%,12.18%,12.63%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(556M),(816M),(598M),(1.11B),(1.73B)
Capital Expenditures Growth,-,-46.76%,26.72%,-86.12%,-55.08%
Capital Expenditures / Sales,-5.06%,-7.01%,-5.22%,-9.47%,-12.39%
Capital Expenditures (Fixed Assets),(556M),(816M),(598M),(1.11B),(1.73B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(2M),-,-,(86M),-
Sale of Fixed Assets & Businesses,-,539M,160M,-,112M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,(25M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(545M),(206M),(422M),(1.18B),(1.64B)
Net Investing Cash Flow Growth,-,62.20%,-104.85%,-179.86%,-38.78%
Net Investing Cash Flow / Sales,-4.96%,-1.77%,-3.68%,-10.04%,-11.76%
