Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,12.66B,30.74B,34.34B,40.27B,76.03B
Net Income Growth,-,142.74%,11.74%,17.26%,88.81%
"Depreciation, Depletion & Amortization",6.92B,9.04B,11.78B,13.7B,12.44B
Depreciation and Depletion,6.1B,8.16B,10.86B,12.91B,11.56B
Amortization of Intangible Assets,812M,871M,925M,792M,886M
Deferred Taxes & Investment Tax Credit,258M,778M,173M,1.39B,1.81B
Deferred Taxes,258M,778M,173M,1.39B,1.81B
Investment Tax Credit,-,-,-,-,-
Other Funds,8.01B,2.51B,7.4B,7.94B,2.89B
Funds from Operations,27.85B,43.06B,53.7B,63.3B,93.18B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,9.25B,4.91B,819M,1.83B,(1.52B)
Receivables,(3.77B),(2.17B),(4.34B),(6.52B),(9.1B)
Accounts Payable,731M,1.07B,428M,694M,283M
Other Assets/Liabilities,(1.77B),(836M),(584M),(695M),(1.07B)
Net Operating Cash Flow,37.09B,47.97B,54.52B,65.12B,91.65B
Net Operating Cash Flow Growth,-,29.33%,13.65%,19.45%,40.73%
Net Operating Cash Flow / Sales,33.41%,35.03%,33.78%,35.71%,35.59%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(13.18B),(25.14B),(23.55B),(22.28B),(24.64B)
Capital Expenditures Growth,-,-90.68%,6.33%,5.38%,-10.59%
Capital Expenditures / Sales,-11.87%,-18.36%,-14.59%,-12.22%,-9.57%
Capital Expenditures (Fixed Assets),(13.18B),(25.14B),(23.55B),(22.28B),(24.64B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(287M),(1.49B),(2.52B),(738M),(2.62B)
Sale of Fixed Assets & Businesses,99M,98M,-,-,-
Purchase/Sale of Investments,(19.45B),(1.97B),(4.02B),(9.82B),(8.81B)
Purchase of Investments,(93.94B),(52.23B),(102.25B),(143.75B),(138.03B)
Sale/Maturity of Investments,74.49B,50.26B,98.23B,133.93B,129.23B
Other Uses,-,-,-,-,-
Other Sources,800M,950M,220M,2.8B,310M
Net Investing Cash Flow,(31.4B),(28.5B),(29.49B),(32.77B),(35.52B)
Net Investing Cash Flow Growth,-,9.23%,-3.46%,-11.13%,-8.39%
Net Investing Cash Flow / Sales,-28.28%,-20.81%,-18.27%,-17.97%,-13.80%
