Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,678M,782M,990M,656M,762M
Net Income Growth,-,15.34%,26.60%,-33.74%,16.16%
"Depreciation, Depletion & Amortization",156M,179M,188M,187M,251M
Depreciation and Depletion,110M,140M,151M,156M,176M
Amortization of Intangible Assets,46M,39M,37M,31M,75M
Deferred Taxes & Investment Tax Credit,81M,(18M),11M,117M,(76M)
Deferred Taxes,81M,(18M),11M,117M,(76M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(235M),217M,56M,47M,(240M)
Funds from Operations,680M,1.16B,1.25B,1.01B,697M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,195M,(18M),(194M),84M,(139M)
Receivables,(26M),(105M),(58M),89M,(164M)
Accounts Payable,10M,45M,(35M),40M,60M
Other Assets/Liabilities,163M,(8M),(82M),(26M),(78M)
Net Operating Cash Flow,875M,1.14B,1.05B,1.09B,558M
Net Operating Cash Flow Growth,-,30.51%,-7.97%,3.81%,-48.85%
Net Operating Cash Flow / Sales,31.80%,34.26%,29.66%,33.68%,12.33%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(312M),(296M),(209M),(189M),(208M)
Capital Expenditures Growth,-,5.13%,29.39%,9.57%,-10.05%
Capital Expenditures / Sales,-11.34%,-8.88%,-5.90%,-5.84%,-4.60%
Capital Expenditures (Fixed Assets),(310M),(296M),(209M),(189M),(208M)
Capital Expenditures (Other Assets),(2M),-,-,-,-
Net Assets from Acquisitions,-,(100M),-,(230M),(2.44B)
Sale of Fixed Assets & Businesses,79M,92M,-,-,52M
Purchase/Sale of Investments,98M,(1.42B),972M,(135M),1.53B
Purchase of Investments,(823M),(2.87B),(1.06B),(1.93B),(129M)
Sale/Maturity of Investments,921M,1.46B,2.03B,1.79B,1.66B
Other Uses,-,-,(18M),-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(135M),(1.72B),745M,(554M),(1.07B)
Net Investing Cash Flow Growth,-,"-1,174.81%",143.29%,-174.36%,-92.96%
Net Investing Cash Flow / Sales,-4.91%,-51.64%,21.03%,-17.10%,-23.62%
