Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,784M,980M,1.28B,478M,905M
Net Income Growth,-,25.00%,30.20%,-62.54%,89.33%
"Depreciation, Depletion & Amortization",177M,171M,135M,151M,145M
Depreciation and Depletion,136M,136M,109M,120M,116M
Amortization of Intangible Assets,41M,35M,26M,31M,29M
Deferred Taxes & Investment Tax Credit,4M,(41M),(3M),(68M),(15M)
Deferred Taxes,4M,(41M),(3M),(68M),(15M)
Investment Tax Credit,-,-,-,-,-
Other Funds,18M,(268M),(577M),596M,71M
Funds from Operations,983M,842M,831M,1.16B,1.11B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,49M,(9M),122M,(227M),(266M)
Receivables,(46M),(37M),(141M),(64M),(15M)
Accounts Payable,108M,(27M),332M,190M,(225M)
Other Assets/Liabilities,(2M),(3M),20M,(3M),17M
Net Operating Cash Flow,1.03B,833M,953M,930M,840M
Net Operating Cash Flow Growth,-,-19.28%,14.41%,-2.41%,-9.68%
Net Operating Cash Flow / Sales,15.51%,12.42%,13.26%,11.10%,9.68%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(219M),(162M),(114M),(128M),(224M)
Capital Expenditures Growth,-,26.03%,29.63%,-12.28%,-75.00%
Capital Expenditures / Sales,-3.29%,-2.42%,-1.59%,-1.53%,-2.58%
Capital Expenditures (Fixed Assets),(219M),(162M),(114M),(128M),(224M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(549M),-,(227M),(57M),-
Sale of Fixed Assets & Businesses,14M,756M,871M,5M,1M
Purchase/Sale of Investments,113M,1M,3M,171M,1M
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,113M,1M,3M,171M,1M
Other Uses,(10M),(13M),(2M),(3M),(8M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(651M),582M,531M,(12M),(230M)
Net Investing Cash Flow Growth,-,189.40%,-8.76%,-102.26%,"-1,816.67%"
Net Investing Cash Flow / Sales,-9.78%,8.68%,7.39%,-0.14%,-2.65%
