Item,2017,2018,2019,2020,2021
Funds from Operations,1.27B,1.25B,1.33B,(359M),385M
Funds from Operations Growth,-,-2.04%,6.66%,-127.01%,207.24%
Changes in Working Capital,(51M),54M,(96M),41M,(101M)
Receivables,(27M),13M,3M,-,-
Inventories,-,-,-,-,-
Accounts Payable,-,-,-,-,-
Other Assets/Liabilities,(24M),41M,(99M),41M,(101M)
Net Operating Cash Flow,1.22B,1.3B,1.23B,(318M),284M
Net Operating Cash Flow Growth,-,6.47%,-5.15%,-125.79%,189.31%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(277M),(474M),(558M),(499M),(427M)
Capital Expenditures Growth,-,-71.12%,-17.72%,10.57%,14.43%
Capital Expenditures (Fixed Assets),(277M),(474M),(558M),(499M),(427M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(468M),(1.03B),(602M),-,(1.46B)
Sale of Fixed Assets & Businesses,481M,1.61B,1.19B,281M,729M
Purchase/Sale of Investments,(17M),(6M),(5M),23M,(2M)
Purchase of Investments,(30M),(7M),(6M),(5M),(11M)
Sale/Maturity of Investments,13M,1M,1M,28M,9M
Other Uses,-,-,-,-,-
Other Sources,14M,-,31M,-,-
Net Investing Cash Flow,(267M),100M,58M,(195M),(1.16B)
