Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,5.31B,5.69B,7.88B,4.62B,11.55B
Net Income Growth,-,7.12%,38.60%,-41.36%,149.87%
"Depreciation, Depletion & Amortization",1.5B,1.77B,2.02B,6.47B,8.52B
Depreciation and Depletion,425M,471M,464M,666M,803M
Amortization of Intangible Assets,1.08B,1.29B,1.55B,5.81B,7.72B
Deferred Taxes & Investment Tax Credit,-,-,-,(2.33B),(898M)
Deferred Taxes,-,-,-,(2.33B),(898M)
Investment Tax Credit,-,-,-,-,-
Other Funds,3.14B,7.1B,4.75B,8.71B,4.93B
Funds from Operations,9.95B,14.55B,14.65B,17.48B,24.1B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,9M,(1.13B),(1.33B),106M,(1.32B)
Receivables,(391M),(591M),(74M),(929M),(1.32B)
Accounts Payable,425M,190M,(1.12B),1.51B,1.63B
Other Assets/Liabilities,(118M),(499M),97M,(439M),(1.49B)
Net Operating Cash Flow,9.96B,13.43B,13.32B,17.59B,22.78B
Net Operating Cash Flow Growth,-,34.81%,-0.77%,32.00%,29.50%
Net Operating Cash Flow / Sales,35.30%,40.99%,40.05%,38.40%,40.53%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(529M),(638M),(552M),(2B),(787M)
Capital Expenditures Growth,-,-20.60%,13.48%,-261.96%,60.61%
Capital Expenditures / Sales,-1.87%,-1.95%,-1.66%,-4.36%,-1.40%
Capital Expenditures (Fixed Assets),(529M),(638M),(552M),(798M),(787M)
Capital Expenditures (Other Assets),-,-,-,(1.2B),-
Net Assets from Acquisitions,-,-,-,(38.26B),(525M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,563M,368M,2.12B,1.46B,(21M)
Purchase of Investments,(2.23B),(1.79B),(583M),(61M),(119M)
Sale/Maturity of Investments,2.79B,2.16B,2.7B,1.53B,98M
Other Uses,(308M),(736M),(1.14B),(150M),(1.38B)
Other Sources,21M,14M,35M,8M,24M
Net Investing Cash Flow,(274M),(1.01B),596M,(37.56B),(2.34B)
Net Investing Cash Flow Growth,-,-267.15%,159.24%,"-6,401.51%",93.76%
Net Investing Cash Flow / Sales,-0.97%,-3.07%,1.79%,-82.00%,-4.17%
