Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,717M,835M,827M,903M,838M
Net Income Growth,-,16.46%,-0.96%,9.19%,-7.20%
"Depreciation, Depletion & Amortization",64M,72M,74M,77M,79M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(69M),38M,39M,(53M),(11M)
Deferred Taxes,(69M),38M,39M,(53M),(11M)
Investment Tax Credit,-,-,-,-,-
Other Funds,102M,18M,39M,(138M),107M
Funds from Operations,814M,963M,979M,789M,1.01B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(161M),(163M),(255M),28M,(77M)
Receivables,(70M),23M,12M,(150M),(77M)
Accounts Payable,58M,(43M),(30M),137M,37M
Other Assets/Liabilities,(55M),35M,(52M),70M,9M
Net Operating Cash Flow,653M,800M,724M,817M,936M
Net Operating Cash Flow Growth,-,22.51%,-9.50%,12.85%,14.57%
Net Operating Cash Flow / Sales,20.01%,24.15%,21.70%,23.66%,23.90%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(128M),(121M),(119M),(65M),(138M)
Capital Expenditures Growth,-,5.47%,1.65%,45.38%,-112.31%
Capital Expenditures / Sales,-3.92%,-3.65%,-3.57%,-1.88%,-3.52%
Capital Expenditures (Fixed Assets),(128M),(121M),(113M),(62M),(138M)
Capital Expenditures (Other Assets),-,-,(6M),(3M),-
Net Assets from Acquisitions,-,-,(22M),(14M),-
Sale of Fixed Assets & Businesses,-,-,-,177M,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(21M),(2M),-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(149M),(119M),(141M),98M,(127M)
Net Investing Cash Flow Growth,-,20.13%,-18.49%,169.50%,-229.59%
Net Investing Cash Flow / Sales,-4.56%,-3.59%,-4.23%,2.84%,-3.24%
