Item,2017,2018,2019,2020,2021
Funds from Operations,13.21B,11.49B,12.9B,15.55B,26.36B
Funds from Operations Growth,-,-13.03%,12.29%,20.51%,69.57%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(19.59B),32.32B,81.11B,2.31B,(35.12B)
Net Operating Cash Flow,(6.38B),43.8B,94.01B,17.86B,(8.76B)
Net Operating Cash Flow Growth,-,786.12%,114.62%,-81.00%,-149.03%
Net Operating Cash Flow / Interest Income,-48.68%,222.58%,432.46%,130.45%,-72.24%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(3.18B),(7.98B),(8.44B),(6.31B),(4.67B)
Capital Expenditures (Fixed Assets),(3.18B),(7.98B),(8.44B),(6.31B),(4.67B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(2.38B),(162M),(803M),(231M),-
Sale of Fixed Assets & Businesses,574M,3.71B,6.63B,2.97B,3.93B
Purchase/Sale of Investments,(18.8B),(26.76B),(80.64B),(53.02B),21.02B
Purchase of Investments,(21.7B),(27.17B),(98.46B),(82.08B),(39.91B)
Sale/Maturity of Investments,2.9B,411M,17.81B,29.06B,60.93B
Increase in Loans,(16.69B),(14.87B),(11.12B),(11.17B),(41.08B)
Decrease in Loans,-,-,-,1.82B,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(40.48B),(46.06B),(94.38B),(65.94B),(20.79B)
Net Investing Cash Flow Growth,-,-13.77%,-104.91%,30.13%,68.47%
Net Investing Cash Flow / Interest Income,-308.72%,-234.05%,-434.15%,-481.71%,-171.53%
