Item,2017,2018,2019,2020,2021
Funds from Operations,1.07B,1.44B,1.77B,1.34B,2.19B
Funds from Operations Growth,-,34.40%,23.30%,-24.60%,63.86%
Changes in Working Capital,274.54M,(638.58M),(128.71M),173.19M,354.29M
Receivables,(18.18B),(21.33B),(20.47B),(20.68B),(17.5B)
Inventories,-,-,-,-,-
Accounts Payable,159.15M,273.78M,306.68M,105.49M,104.75M
Other Assets/Liabilities,18.14B,20.15B,19.79B,20.84B,17.02B
Net Operating Cash Flow,1.34B,799.44M,1.64B,1.51B,2.54B
Net Operating Cash Flow Growth,-,-40.54%,105.68%,-8.16%,68.53%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(178.04M),(227.8M),(293.51M),(266.58M),(209.85M)
Capital Expenditures Growth,-,-27.95%,-28.85%,9.18%,21.28%
Capital Expenditures (Fixed Assets),(178.04M),(227.8M),(293.51M),(266.58M),(209.85M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(118.43M),(322.57M),(355.93M),(27.85M),(781.49M)
Sale of Fixed Assets & Businesses,5.3M,25.36M,46.61M,2.17M,862K
Purchase/Sale of Investments,(72.19M),(71.28M),(106.52M),(146.41M),(341.82M)
Purchase of Investments,(103.56M),(107.56M),(126.82M),(146.41M),(554.55M)
Sale/Maturity of Investments,31.38M,36.28M,20.29M,-,212.72M
Other Uses,-,(733K),-,-,(23.59M)
Other Sources,2.39M,-,1.65M,10.52M,-
Net Investing Cash Flow,(360.96M),(597.04M),(707.7M),(428.14M),(1.36B)
