Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,684M,316M,1.07B,719M,1.21B
Net Income Growth,-,-53.80%,238.92%,-32.87%,68.29%
"Depreciation, Depletion & Amortization",212M,210M,238M,308M,321M
Depreciation and Depletion,94M,102M,111M,119M,122M
Amortization of Intangible Assets,118M,108M,127M,189M,199M
Deferred Taxes & Investment Tax Credit,102M,(16M),(255M),29M,14M
Deferred Taxes,102M,(16M),(255M),29M,14M
Investment Tax Credit,-,-,-,-,-
Other Funds,91M,106M,106M,190M,42M
Funds from Operations,1.09B,616M,1.16B,1.25B,1.59B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(200M),471M,(139M),(325M),(102M)
Receivables,(81M),(65M),(106M),(107M),(128M)
Accounts Payable,2M,40M,29M,2M,64M
Other Assets/Liabilities,(98M),548M,(49M),(181M),(14M)
Net Operating Cash Flow,889M,1.09B,1.02B,921M,1.49B
Net Operating Cash Flow Growth,-,22.27%,-6.07%,-9.79%,61.24%
Net Operating Cash Flow / Sales,19.88%,22.12%,19.78%,17.25%,23.50%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(176M),(177M),(156M),(119M),(189M)
Capital Expenditures Growth,-,-0.57%,11.86%,23.72%,-58.82%
Capital Expenditures / Sales,-3.94%,-3.60%,-3.02%,-2.23%,-2.99%
Capital Expenditures (Fixed Assets),(176M),(177M),(155M),(119M),(188M)
Capital Expenditures (Other Assets),-,-,(1M),-,(1M)
Net Assets from Acquisitions,(128M),(516M),(1.41B),-,(546M)
Sale of Fixed Assets & Businesses,2M,1M,-,1M,1M
Purchase/Sale of Investments,(1M),(11M),(23M),(20M),(10M)
Purchase of Investments,(1M),(11M),(23M),(20M),(22M)
Sale/Maturity of Investments,-,-,-,-,12M
Other Uses,(1M),(2M),(3M),(9M),(5M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(304M),(705M),(1.59B),(147M),(749M)
Net Investing Cash Flow Growth,-,-131.91%,-126.10%,90.78%,-409.52%
Net Investing Cash Flow / Sales,-6.80%,-14.35%,-30.87%,-2.75%,-11.85%
