Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,666.5M,347.4M,355.7M,358.6M,553M
Net Income Growth,-,-47.88%,2.39%,0.82%,54.21%
"Depreciation, Depletion & Amortization",87.2M,84.6M,80M,75.1M,77.5M
Depreciation and Depletion,50.8M,49.7M,48.3M,46.7M,51.2M
Amortization of Intangible Assets,36.4M,34.9M,31.7M,28.4M,26.3M
Deferred Taxes & Investment Tax Credit,(18M),(4.1M),(18.4M),4.6M,(9M)
Deferred Taxes,(18M),(4.1M),(18.4M),4.6M,(9M)
Investment Tax Credit,-,-,-,-,-
Other Funds,129.8M,4.2M,37M,20.7M,24.1M
Funds from Operations,865.5M,432.1M,449M,459M,645.6M
Extraordinaries,(181.1M),-,-,-,-
Changes in Working Capital,(64.2M),7M,(96M),114.6M,(32.4M)
Receivables,(13.4M),(15.3M),(17.5M),148.3M,(142M)
Accounts Payable,15.6M,58.3M,(63.6M),(81.9M),114.2M
Other Assets/Liabilities,(44.5M),4.7M,(9.4M),34.8M,92.3M
Net Operating Cash Flow,620.2M,439.1M,353M,573.6M,613.2M
Net Operating Cash Flow Growth,-,-29.20%,-19.61%,62.49%,6.90%
Net Operating Cash Flow / Sales,21.79%,14.81%,11.94%,19.01%,16.29%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(39.1M),(48.2M),(58.5M),(62.2M),(60.2M)
Capital Expenditures Growth,-,-23.27%,-21.37%,-6.32%,3.22%
Capital Expenditures / Sales,-1.37%,-1.63%,-1.98%,-2.06%,-1.60%
Capital Expenditures (Fixed Assets),(39.1M),(48.2M),(58.5M),(62.2M),(60.2M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(45.9M),(13.7M),(287.8M),(58M),(338.5M)
Sale of Fixed Assets & Businesses,2.76B,200K,15.9M,100K,5.3M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(53.1M),(7.1M),(1.5M),-,-
Other Sources,-,993.6M,-,-,-
Net Investing Cash Flow,2.63B,(41.8M),(331.9M),(117.9M),(390.7M)
Net Investing Cash Flow Growth,-,-101.59%,-694.02%,64.48%,-231.38%
Net Investing Cash Flow / Sales,92.24%,-1.41%,-11.22%,-3.91%,-10.38%
