Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.23B,605.8M,956.4M,1.19B,1.6B
Net Income Growth,-,-50.62%,57.87%,24.00%,34.80%
"Depreciation, Depletion & Amortization",460.7M,506.5M,560.2M,578.1M,577.1M
Depreciation and Depletion,296.9M,331.2M,372.8M,376.5M,374M
Amortization of Intangible Assets,163.8M,175.3M,187.4M,201.6M,203.1M
Deferred Taxes & Investment Tax Credit,(103M),191.1M,(17.9M),(241.7M),(386.9M)
Deferred Taxes,(103M),191.1M,(17.9M),(241.7M),(386.9M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(101.5M),125M,129.1M,324M,289M
Funds from Operations,1.48B,1.43B,1.63B,1.85B,2.08B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(814.6M),(167.5M),(122.1M),175.8M,(1.41B)
Receivables,(905.6M),(48.8M),137.8M,(39.6M),(280.6M)
Accounts Payable,240.4M,211M,(169.1M),310.4M,758.3M
Other Assets/Liabilities,30.3M,1.8M,(352.1M),(75.2M),(366M)
Net Operating Cash Flow,668.5M,1.26B,1.51B,2.02B,663.1M
Net Operating Cash Flow Growth,-,88.62%,19.41%,34.30%,-67.21%
Net Operating Cash Flow / Sales,5.16%,9.02%,11.66%,15.49%,4.25%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(442.4M),(492.1M),(424.7M),(348.1M),(519.1M)
Capital Expenditures Growth,-,-11.23%,13.70%,18.04%,-49.12%
Capital Expenditures / Sales,-3.41%,-3.52%,-3.29%,-2.67%,-3.32%
Capital Expenditures (Fixed Assets),(442.4M),(492.1M),(424.7M),(348.1M),(519.1M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(2.58B),(524.6M),(685.4M),(1.32B),(2.04B)
Sale of Fixed Assets & Businesses,807.1M,42.2M,176.7M,79M,13.7M
Purchase/Sale of Investments,(23.3M),25.7M,(252.6M),22.3M,(70.5M)
Purchase of Investments,(23.3M),-,(260.6M),(18.7M),(70.5M)
Sale/Maturity of Investments,-,25.7M,8M,41M,-
Other Uses,(29.4M),(40.3M),(22.6M),(5.9M),(4.1M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.57B),(989.1M),(1.21B),(1.58B),(2.62B)
Net Investing Cash Flow Growth,-,36.87%,-22.19%,-30.49%,-66.37%
Net Investing Cash Flow / Sales,-12.08%,-7.07%,-9.36%,-12.08%,-16.80%
