Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,261M,211M,1.63B,1B,757M
Net Income Growth,-,-19.16%,671.56%,-38.45%,-24.45%
"Depreciation, Depletion & Amortization",279M,363M,328M,317M,337M
Depreciation and Depletion,259M,315M,285M,275M,296M
Amortization of Intangible Assets,20M,48M,43M,42M,41M
Deferred Taxes & Investment Tax Credit,(133M),14M,(6M),137M,21M
Deferred Taxes,(133M),14M,(6M),137M,21M
Investment Tax Credit,-,-,-,-,-
Other Funds,875M,724M,(587M),(85M),149M
Funds from Operations,1.28B,1.31B,1.36B,1.37B,1.26B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,23M,85M,33M,(336M),(83M)
Receivables,56M,(11M),(30M),(20M),48M
Accounts Payable,78M,125M,145M,(164M),200M
Other Assets/Liabilities,(27M),(65M),(62M),(75M),(17M)
Net Operating Cash Flow,1.31B,1.4B,1.4B,1.04B,1.18B
Net Operating Cash Flow Growth,-,7.05%,-0.07%,-25.86%,14.11%
Net Operating Cash Flow / Sales,19.73%,17.23%,16.06%,12.21%,13.79%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(407M),(384M),(299M),(275M),(242M)
Capital Expenditures Growth,-,5.65%,22.14%,8.03%,12.00%
Capital Expenditures / Sales,-6.15%,-4.74%,-3.44%,-3.24%,-2.83%
Capital Expenditures (Fixed Assets),(407M),(384M),(299M),(275M),(242M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(6.83B),(47M),(11M),(2M),(1M)
Sale of Fixed Assets & Businesses,10M,570M,2.55B,111M,2M
Purchase/Sale of Investments,-,-,30M,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,30M,-,-
Other Uses,(19M),-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(7.24B),153M,2.27B,(158M),(230M)
Net Investing Cash Flow Growth,-,102.11%,"1,384.97%",-106.95%,-45.57%
Net Investing Cash Flow / Sales,-109.51%,1.89%,26.14%,-1.86%,-2.69%
