Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,759M,6.15B,6.09B,3B,6.49B
Net Income Growth,-,710.01%,-0.88%,-50.72%,116.22%
"Depreciation, Depletion & Amortization",2.88B,2.77B,2.58B,2.43B,2.35B
Depreciation and Depletion,2.56B,2.44B,2.25B,2.12B,2.05B
Amortization of Intangible Assets,322M,331M,324M,311M,302M
Deferred Taxes & Investment Tax Credit,1.21B,220M,28M,(74M),(383M)
Deferred Taxes,1.21B,220M,28M,(74M),(383M)
Investment Tax Credit,-,-,-,-,-
Other Funds,1.05B,1.5B,1.14B,1.38B,(617M)
Funds from Operations,5.9B,10.64B,9.84B,6.74B,7.85B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(194M),(4.08B),(2.93B),(417M),(647M)
Receivables,(1.15B),(1.62B),171M,1.44B,(1.26B)
Accounts Payable,1.48B,709M,(1.03B),98M,2.04B
Other Assets/Liabilities,(588M),(1.53B),(1.77B),(1.01B),(146M)
Net Operating Cash Flow,5.71B,6.56B,6.91B,6.33B,7.2B
Net Operating Cash Flow Growth,-,14.93%,5.40%,-8.46%,13.77%
Net Operating Cash Flow / Sales,12.55%,11.98%,12.85%,15.16%,14.12%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(2.34B),(2.92B),(2.67B),(2.12B),(2.47B)
Capital Expenditures Growth,-,-24.83%,8.47%,20.76%,-16.88%
Capital Expenditures / Sales,-5.14%,-5.33%,-4.96%,-5.07%,-4.85%
Capital Expenditures (Fixed Assets),(2.34B),(2.92B),(2.67B),(2.12B),(2.47B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(59M),(392M),(47M),(111M),(490M)
Sale of Fixed Assets & Businesses,1.26B,952M,1.19B,797M,1.3B
Purchase/Sale of Investments,(116M),(64M),(23M),(293M),(981M)
Purchase of Investments,(1.05B),(506M),(552M),(638M),(1.77B)
Sale/Maturity of Investments,932M,442M,529M,345M,785M
Other Uses,(11.95B),(12.18B),(12.8B),(12.45B),(13B)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(966M),(3.21B),(1.93B),(1.49B),(3.08B)
Net Investing Cash Flow Growth,-,-232.51%,39.98%,22.98%,-107.68%
Net Investing Cash Flow / Sales,-2.12%,-5.87%,-3.58%,-3.56%,-6.05%
