Item,2018,2019,2020,2021,2022
Funds from Operations,1.32B,1.5B,1.33B,1.22B,1.45B
Funds from Operations Growth,-,13.17%,-11.19%,-8.64%,19.46%
Changes in Working Capital,25.65M,31.81M,(71.84M),34.85M,(3.17M)
Receivables,-,-,-,-,-
Inventories,-,-,-,-,-
Accounts Payable,(1.86M),5.12M,470K,15.38M,(266K)
Other Assets/Liabilities,22.92M,22.46M,(71.35M),15.85M,298K
Net Operating Cash Flow,1.35B,1.53B,1.26B,1.25B,1.45B
Net Operating Cash Flow Growth,-,13.37%,-17.73%,-0.66%,15.88%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(193.01M),(183.38M),(156.08M),(152.72M),(225.14M)
Capital Expenditures Growth,-,4.99%,14.89%,2.16%,-47.42%
Capital Expenditures (Fixed Assets),(193.01M),(183.38M),(156.08M),(152.72M),(225.14M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(13K),-,-,-,(32.18M)
Sale of Fixed Assets & Businesses,126K,7.34M,430K,1.39M,604K
Purchase/Sale of Investments,(177.57M),(659.82M),828.19M,(267.49M),339.73M
Purchase of Investments,(869.09M),(1.72B),(285.78M),(2.17B),(384.15M)
Sale/Maturity of Investments,691.53M,1.06B,1.11B,1.9B,723.89M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(370.46M),(835.86M),672.55M,(418.81M),83.02M
