Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,918.3M,268.1M,1.45B,614.2M,755.2M
Net Income Growth,-,-70.80%,441.66%,-57.71%,22.96%
"Depreciation, Depletion & Amortization",260.8M,341.5M,384M,395.5M,465.6M
Depreciation and Depletion,125.7M,80.5M,74.1M,74.7M,83.5M
Amortization of Intangible Assets,135.1M,261M,309.9M,320.8M,382.1M
Deferred Taxes & Investment Tax Credit,7.7M,(8.5M),(97.6M),(41M),(62.1M)
Deferred Taxes,7.7M,(8.5M),(97.6M),(41M),(62.1M)
Investment Tax Credit,-,-,-,-,-
Other Funds,195M,581.1M,(602.9M),62.9M,103M
Funds from Operations,1.38B,1.18B,1.14B,1.03B,1.26B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(37.4M),89.2M,301M,(70.5M),41.5M
Receivables,(105.9M),(204.9M),82.4M,(84.1M),(52.1M)
Accounts Payable,76.2M,52.4M,18.1M,73.4M,81.3M
Other Assets/Liabilities,63.3M,(71.3M),147.9M,(34.5M),10.7M
Net Operating Cash Flow,1.34B,1.27B,1.44B,961.1M,1.3B
Net Operating Cash Flow Growth,-,-5.43%,13.00%,-33.10%,35.59%
Net Operating Cash Flow / Sales,20.83%,27.86%,31.00%,18.29%,22.37%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(112.3M),(74.5M),(75.7M),(50M),(95.8M)
Capital Expenditures Growth,-,33.66%,-1.61%,33.95%,-91.60%
Capital Expenditures / Sales,-1.74%,-1.63%,-1.63%,-0.95%,-1.64%
Capital Expenditures (Fixed Assets),(112.3M),(74.5M),(75.7M),(50M),(95.8M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(2.82B),(3.94B),(40.4M),(2.57B),(12.8M)
Sale of Fixed Assets & Businesses,-,-,5.3M,4.5M,9.6M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(42.1M),(40.3M),(37.6M),-,(3.5M)
Other Sources,39.3M,23.2M,1.62B,30.6M,-
Net Investing Cash Flow,(1.97B),(4.05B),(148.4M),(2.62B),(102.5M)
Net Investing Cash Flow Growth,-,-106.17%,96.34%,"-1,662.53%",96.08%
Net Investing Cash Flow / Sales,-30.48%,-88.84%,-3.20%,-49.78%,-1.76%
