Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,377.05M,427.79M,582.13M,744.84M,679.09M
Net Income Growth,-,13.46%,36.08%,27.95%,-8.83%
"Depreciation, Depletion & Amortization",83.18M,88.01M,96M,104.6M,111.9M
Depreciation and Depletion,74.28M,78.61M,86.2M,92.5M,96.9M
Amortization of Intangible Assets,8.9M,9.4M,9.8M,12.1M,15M
Deferred Taxes & Investment Tax Credit,1.21M,6.16M,(38.08M),(3.38M),(35.07M)
Deferred Taxes,1.21M,6.16M,(38.08M),(3.38M),(35.07M)
Investment Tax Credit,-,-,-,-,-
Other Funds,30.29M,42.16M,39.78M,44.36M,60.16M
Funds from Operations,491.72M,564.13M,679.82M,890.42M,816.08M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(91.64M),(104.97M),(31.76M),(137.52M),(273.53M)
Receivables,(18.4M),(22.47M),(60.72M),(33.14M),(41.4M)
Accounts Payable,(166K),1.96M,981K,11.23M,3.47M
Other Assets/Liabilities,(47.45M),(47.15M),46.87M,(62.7M),(113.87M)
Net Operating Cash Flow,400.08M,459.16M,648.06M,752.9M,542.55M
Net Operating Cash Flow Growth,-,14.77%,41.14%,16.18%,-27.94%
Net Operating Cash Flow / Sales,18.08%,19.08%,23.94%,23.42%,16.11%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(122.94M),(155.22M),(107.88M),(119.55M),(158.84M)
Capital Expenditures Growth,-,-26.26%,30.50%,-10.82%,-32.86%
Capital Expenditures / Sales,-5.55%,-6.45%,-3.99%,-3.72%,-4.72%
Capital Expenditures (Fixed Assets),(115.75M),(154.97M),(106.96M),(119.55M),(148.84M)
Capital Expenditures (Other Assets),(7.19M),(255K),(918K),-,(10M)
Net Assets from Acquisitions,(22.5M),(50.3M),(1.5M),(174.41M),(11.51M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,284.04M,-,-,-,(25M)
Purchase of Investments,(87K),-,-,-,(25M)
Sale/Maturity of Investments,284.13M,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,138.6M,(205.53M),(109.38M),(293.96M),(195.35M)
Net Investing Cash Flow Growth,-,-248.29%,46.78%,-168.76%,33.54%
Net Investing Cash Flow / Sales,6.26%,-8.54%,-4.04%,-9.14%,-5.80%
