Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,2.75B,(6.94B),106.6M,(770M),572M
Net Income Growth,-,-352.56%,101.54%,-822.33%,174.29%
"Depreciation, Depletion & Amortization",635.6M,433.9M,446M,357M,325M
Depreciation and Depletion,-,-,254M,200M,205M
Amortization of Intangible Assets,-,-,192M,157M,120M
Deferred Taxes & Investment Tax Credit,(1.78B),(1.59B),(1.07B),(261M),(41M)
Deferred Taxes,(1.78B),(1.59B),(1.07B),(261M),(41M)
Investment Tax Credit,-,-,-,-,-
Other Funds,162.6M,9.88B,1.4B,1.62B,111M
Funds from Operations,1.77B,1.78B,887.1M,944M,967M
Extraordinaries,(713M),(832.9M),(7.1M),9M,-
Changes in Working Capital,(86M),(268.3M),164M,479M,(83M)
Receivables,288.7M,161.7M,310.8M,168M,130M
Accounts Payable,211M,(309.3M),(109.2M),415M,177M
Other Assets/Liabilities,-,-,-,-,-
Net Operating Cash Flow,966.2M,680M,1.04B,1.43B,884M
Net Operating Cash Flow Growth,-,-29.62%,53.53%,37.16%,-38.27%
Net Operating Cash Flow / Sales,10.12%,6.70%,10.75%,15.26%,8.35%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(406.2M),(384.4M),(264.9M),(259M),(289M)
Capital Expenditures Growth,-,5.37%,31.09%,2.23%,-11.58%
Capital Expenditures / Sales,-4.25%,-3.79%,-2.73%,-2.76%,-2.73%
Capital Expenditures (Fixed Assets),(406.2M),(384.4M),(264.9M),(259M),(289M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(634.3M),-,-,-,(28M)
Sale of Fixed Assets & Businesses,2.11B,5.13B,995.7M,16M,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,11M,-
Net Investing Cash Flow,1.08B,4.81B,735.4M,(228M),(296M)
Net Investing Cash Flow Growth,-,345.75%,-84.70%,-131.00%,-29.82%
Net Investing Cash Flow / Sales,11.29%,47.34%,7.57%,-2.43%,-2.80%
