Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,512.61M,561.11M,602.74M,768.99M,872.5M
Net Income Growth,-,9.46%,7.42%,27.58%,13.46%
"Depreciation, Depletion & Amortization",84.69M,88.68M,98.71M,108.06M,113.02M
Depreciation and Depletion,37.17M,38.99M,42.04M,44.98M,46.78M
Amortization of Intangible Assets,47.52M,49.69M,56.67M,63.08M,66.24M
Deferred Taxes & Investment Tax Credit,2.3M,11.2M,(12.78M),563K,26.52M
Deferred Taxes,2.3M,11.2M,(12.78M),563K,26.52M
Investment Tax Credit,-,-,-,-,-
Other Funds,(57K),2.59M,16.29M,26.83M,19.66M
Funds from Operations,599.55M,663.58M,704.95M,904.43M,1.03B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(34.54M),(60.13M),19.75M,4.4M,(172.64M)
Receivables,(19.54M),(31.41M),(4.5M),(66.47M),(83.42M)
Accounts Payable,33.67M,(12.22M),(17.8M),93.97M,(13.83M)
Other Assets/Liabilities,622K,(335K),(4.76M),(5.04M),(16.26M)
Net Operating Cash Flow,565.01M,603.45M,724.7M,908.83M,859.07M
Net Operating Cash Flow Growth,-,6.80%,20.09%,25.41%,-5.47%
Net Operating Cash Flow / Sales,19.25%,20.06%,23.49%,24.44%,21.92%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(142.73M),(97.34M),(92.49M),(107.58M),(121.24M)
Capital Expenditures Growth,-,31.80%,4.98%,-16.31%,-12.70%
Capital Expenditures / Sales,-4.86%,-3.24%,-3.00%,-2.89%,-3.09%
Capital Expenditures (Fixed Assets),(142.73M),(97.34M),(92.49M),(107.58M),(121.24M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(5.53M),(2M),(6.24M),(220.86M),(37.95M)
Sale of Fixed Assets & Businesses,8.19M,1.42M,3.11M,3.65M,399K
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,(1.16M),(4.73M),-,(10.27M)
Other Sources,-,1.75M,-,-,-
Net Investing Cash Flow,(138.94M),(99.08M),(100.36M),(314.11M),(139.4M)
Net Investing Cash Flow Growth,-,28.69%,-1.29%,-212.98%,55.62%
Net Investing Cash Flow / Sales,-4.73%,-3.29%,-3.25%,-8.45%,-3.56%
