Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,296.5M,444.2M,370M,344.9M,487.1M
Net Income Growth,-,49.81%,-16.70%,-6.78%,41.23%
"Depreciation, Depletion & Amortization",70.1M,71.9M,78.3M,80M,77.9M
Depreciation and Depletion,56.4M,57.6M,62.5M,65.5M,65.6M
Amortization of Intangible Assets,13.7M,14.3M,15.8M,14.5M,12.3M
Deferred Taxes & Investment Tax Credit,81.8M,-,-,-,-
Deferred Taxes,81.8M,-,-,-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,800K,10.1M,13.3M,12.7M,11.9M
Funds from Operations,449.2M,526.2M,461.6M,437.6M,576.9M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(122.8M),(77.3M),(5.4M),124.5M,64.2M
Receivables,(75.8M),(54.6M),62.4M,4.5M,(25.5M)
Accounts Payable,(5.1M),8.8M,(35.4M),85.6M,142.9M
Other Assets/Liabilities,(16.6M),(20.3M),(52.9M),2.2M,-
Net Operating Cash Flow,326.4M,448.9M,456.2M,562.1M,641.1M
Net Operating Cash Flow Growth,-,37.53%,1.63%,23.21%,14.05%
Net Operating Cash Flow / Sales,10.89%,14.08%,15.24%,19.41%,18.12%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(94.2M),(85.2M),(64.4M),(56.8M),(75.1M)
Capital Expenditures Growth,-,9.55%,24.41%,11.80%,-32.22%
Capital Expenditures / Sales,-3.14%,-2.67%,-2.15%,-1.96%,-2.12%
Capital Expenditures (Fixed Assets),(94.2M),(85.2M),(64.4M),(56.8M),(75.1M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(43.1M),-,(107M),-,(207.6M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(20.8M),72.5M,205.3M,68.6M,(67.2M)
Purchase of Investments,(583.5M),(523.4M),(272.7M),(157.4M),(185.4M)
Sale/Maturity of Investments,562.7M,595.9M,478M,226M,118.2M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(158.1M),(12.7M),33.9M,11.8M,(349.9M)
Net Investing Cash Flow Growth,-,91.97%,366.93%,-65.19%,"-3,065.25%"
Net Investing Cash Flow / Sales,-5.28%,-0.40%,1.13%,0.41%,-9.89%
