Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.01B,1.32B,1.43B,1.78B,2.21B
Net Income Growth,-,30.93%,8.31%,24.35%,24.59%
"Depreciation, Depletion & Amortization",158.3M,191.9M,200M,220M,257M
Depreciation and Depletion,96.9M,90.2M,97M,96M,99M
Amortization of Intangible Assets,61.4M,101.7M,103M,124M,158M
Deferred Taxes & Investment Tax Credit,88.3M,(98.9M),(38M),(44M),(218M)
Deferred Taxes,88.3M,(98.9M),(38M),(44M),(218M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(47.9M),130.3M,188M,155M,152M
Funds from Operations,1.21B,1.54B,1.78B,2.11B,2.41B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(451.8M),(81.6M),(88M),48M,(389M)
Receivables,(148.1M),(136.1M),(134M),31M,(257M)
Accounts Payable,(638.4M),(134M),77M,247M,80M
Other Assets/Liabilities,334.7M,188.5M,(31M),(230M),(212M)
Net Operating Cash Flow,754.6M,1.46B,1.69B,2.16B,2.02B
Net Operating Cash Flow Growth,-,93.63%,15.73%,27.50%,-6.49%
Net Operating Cash Flow / Sales,17.95%,32.89%,35.02%,40.14%,32.42%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(90.6M),(90.4M),(69M),(103M),(139M)
Capital Expenditures Growth,-,0.22%,23.67%,-49.28%,-34.95%
Capital Expenditures / Sales,-2.16%,-2.03%,-1.43%,-1.92%,-2.24%
Capital Expenditures (Fixed Assets),(90.6M),(90.4M),(69M),(103M),(139M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(3.52B),(289.3M),(174M),(920M),(2.18B)
Sale of Fixed Assets & Businesses,-,5.7M,226M,-,-
Purchase/Sale of Investments,68.4M,(32.4M),36M,(77M),(290M)
Purchase of Investments,(170.1M),(193M),(138M),(181M),(437M)
Sale/Maturity of Investments,238.5M,160.6M,174M,104M,147M
Other Uses,-,-,(7M),(2M),(48M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(3.43B),(406.4M),24M,(1.1B),(2.62B)
Net Investing Cash Flow Growth,-,88.15%,105.91%,"-4,683.33%",-138.09%
Net Investing Cash Flow / Sales,-81.55%,-9.15%,0.50%,-20.48%,-42.12%
