Item,2017,2018,2019,2020,2021
Funds from Operations,35.55B,39.93B,41.08B,35.04B,37.03B
Funds from Operations Growth,-,12.32%,2.87%,-14.70%,5.67%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(8.07B),22.36B,11.46B,(13.38B),(13.17B)
Net Operating Cash Flow,27.49B,62.29B,52.54B,21.66B,23.86B
Net Operating Cash Flow Growth,-,126.64%,-15.66%,-58.78%,10.17%
Net Operating Cash Flow / Interest Income,47.73%,93.29%,73.75%,41.99%,50.05%
Item,2017,2018,2019,2020,2021
Capital Expenditures,-,-,-,-,-
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(37.37B),(82.26B),(29.55B),(202.49B),(278.51B)
Purchase of Investments,(221.25B),(184.68B),(203.36B),(481.87B),(623.24B)
Sale/Maturity of Investments,183.88B,102.42B,173.81B,279.39B,344.73B
Increase in Loans,(52.2B),(35.92B),(52.77B),(5.84B),(72.75B)
Decrease in Loans,12B,25.93B,13.91B,50.48B,10.4B
Other Uses,-,(1.99B),(2.97B),(3.49B),(3.48B)
Other Sources,8.41B,-,-,-,-
Net Investing Cash Flow,(69.16B),(94.24B),(71.39B),(161.33B),(344.35B)
Net Investing Cash Flow Growth,-,-36.26%,24.24%,-125.98%,-113.44%
Net Investing Cash Flow / Interest Income,-120.12%,-141.14%,-100.22%,-312.75%,-722.32%
