Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,836M,549M,696M,544M,579M
Net Income Growth,-,-34.33%,26.78%,-21.84%,6.43%
"Depreciation, Depletion & Amortization",203M,227M,247M,293M,358M
Depreciation and Depletion,167M,180M,191M,207M,218M
Amortization of Intangible Assets,36M,47M,56M,86M,140M
Deferred Taxes & Investment Tax Credit,10M,97M,23M,98M,2M
Deferred Taxes,10M,97M,23M,98M,2M
Investment Tax Credit,-,-,-,-,-
Other Funds,36M,56M,46M,29M,62M
Funds from Operations,1.09B,929M,1.01B,964M,1B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(171M),(33M),81M,(204M),(235M)
Receivables,(47M),(19M),(48M),(68M),(126M)
Accounts Payable,335M,4M,344M,45M,6M
Other Assets/Liabilities,(499M),(7M),(226M),(156M),(93M)
Net Operating Cash Flow,914M,896M,1.09B,760M,766M
Net Operating Cash Flow Growth,-,-1.97%,21.99%,-30.47%,0.79%
Net Operating Cash Flow / Sales,11.18%,10.07%,11.68%,7.98%,7.17%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(402M),(436M),(336M),(311M),(272M)
Capital Expenditures Growth,-,-8.46%,22.94%,7.44%,12.54%
Capital Expenditures / Sales,-4.92%,-4.90%,-3.59%,-3.27%,-2.55%
Capital Expenditures (Fixed Assets),(402M),(436M),(336M),(311M),(272M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(77M),(195M),(417M),(1.64B),-
Sale of Fixed Assets & Businesses,13M,-,-,20M,-
Purchase/Sale of Investments,(10M),-,-,(22M),(5M)
Purchase of Investments,(10M),-,-,(22M),(5M)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,(6M),-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(476M),(627M),(759M),(1.95B),(268M)
Net Investing Cash Flow Growth,-,-31.72%,-21.05%,-157.44%,86.28%
Net Investing Cash Flow / Sales,-5.82%,-7.05%,-8.11%,-20.52%,-2.51%
