Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,2.99B,2.15B,2.21B,1.42B,2.15B
Net Income Growth,-,-28.13%,3.12%,-36.06%,51.66%
"Depreciation, Depletion & Amortization",914M,903M,884M,811M,922M
Depreciation and Depletion,526M,521M,530M,469M,478M
Amortization of Intangible Assets,388M,382M,354M,342M,444M
Deferred Taxes & Investment Tax Credit,(206M),(115M),(71M),(86M),(111M)
Deferred Taxes,(206M),(115M),(71M),(86M),(111M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(1.13B),8M,89M,(26M),(507M)
Funds from Operations,2.57B,2.94B,3.12B,2.11B,2.45B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,100M,(284M),336M,830M,(287M)
Receivables,(231M),(123M),200M,219M,(271M)
Accounts Payable,388M,23M,147M,76M,832M
Other Assets/Liabilities,90M,66M,121M,324M,(56M)
Net Operating Cash Flow,2.67B,2.66B,3.45B,2.94B,2.16B
Net Operating Cash Flow Growth,-,-0.30%,29.83%,-14.69%,-26.53%
Net Operating Cash Flow / Sales,13.07%,12.30%,16.13%,16.49%,11.02%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(520M),(565M),(587M),(389M),(575M)
Capital Expenditures Growth,-,-8.65%,-3.89%,33.73%,-47.81%
Capital Expenditures / Sales,-2.55%,-2.61%,-2.74%,-2.18%,-2.93%
Capital Expenditures (Fixed Assets),(520M),(565M),(587M),(389M),(575M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(1.22B),(200M),(4.5B)
Sale of Fixed Assets & Businesses,607M,-,-,1.41B,3.13B
Purchase/Sale of Investments,(298M),355M,(70M),(441M),255M
Purchase of Investments,(298M),-,(70M),(441M),(124M)
Sale/Maturity of Investments,-,355M,-,-,379M
Other Uses,(6M),(188M),(47M),(75M),(73M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(217M),(398M),(1.87B),397M,(1.76B)
Net Investing Cash Flow Growth,-,-83.41%,-368.84%,121.28%,-544.33%
Net Investing Cash Flow / Sales,-1.06%,-1.84%,-8.72%,2.22%,-8.99%
