Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,3.43B,3.04B,2.71B,3.62B,5.89B
Net Income Growth,-,-11.53%,-10.93%,33.74%,62.70%
"Depreciation, Depletion & Amortization",407M,457M,363M,376M,394M
Depreciation and Depletion,214M,258M,306M,320M,345M
Amortization of Intangible Assets,193M,199M,57M,56M,49M
Deferred Taxes & Investment Tax Credit,(11M),71M,49M,80M,80M
Deferred Taxes,(11M),71M,49M,80M,80M
Investment Tax Credit,-,-,-,-,-
Other Funds,156M,262M,244M,367M,424M
Funds from Operations,3.99B,3.83B,3.36B,4.44B,6.79B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(377M),(41M),(115M),(638M),(1.34B)
Receivables,(37M),16M,(207M),(427M),(1.99B)
Accounts Payable,245M,170M,(247M),327M,465M
Other Assets/Liabilities,173M,(99M),47M,(107M),189M
Net Operating Cash Flow,3.61B,3.79B,3.25B,3.8B,5.44B
Net Operating Cash Flow Growth,-,4.93%,-14.26%,17.15%,43.06%
Net Operating Cash Flow / Sales,24.83%,22.67%,22.23%,22.12%,23.60%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(345M),(622M),(441M),(422M),(668M)
Capital Expenditures Growth,-,-80.29%,29.10%,4.31%,-58.29%
Capital Expenditures / Sales,-2.37%,-3.72%,-3.02%,-2.45%,-2.90%
Capital Expenditures (Fixed Assets),(345M),(622M),(441M),(422M),(668M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(68M),(6M),(28M),(107M),(12M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(2.11B),1.2B,26M,399M,(536M)
Purchase of Investments,(4.86B),(2.08B),(1.91B),(1.36B),(2.01B)
Sale/Maturity of Investments,2.74B,3.28B,1.94B,1.75B,1.47B
Other Uses,-,-,-,-,-
Other Sources,55M,-,-,-,-
Net Investing Cash Flow,(2.53B),571M,(443M),(130M),(1.22B)
Net Investing Cash Flow Growth,-,122.60%,-177.58%,70.65%,-835.38%
Net Investing Cash Flow / Sales,-17.38%,3.42%,-3.03%,-0.76%,-5.27%
