Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.61B,1.35B,1.29B,795M,1.75B
Net Income Growth,-,-16.26%,-4.45%,-38.32%,119.62%
"Depreciation, Depletion & Amortization",1.19B,824M,825M,822M,845M
Depreciation and Depletion,699M,448M,448M,436M,410M
Amortization of Intangible Assets,489M,376M,377M,386M,435M
Deferred Taxes & Investment Tax Credit,1.13B,(739M),612M,(537M),36M
Deferred Taxes,1.13B,(739M),612M,(537M),36M
Investment Tax Credit,-,-,-,-,-
Other Funds,(675M),635M,246M,327M,(711M)
Funds from Operations,3.25B,2.07B,2.97B,1.41B,1.92B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(3.24B),447M,(1.77B),812M,571M
Receivables,(520M),(475M),(312M),534M,(143M)
Accounts Payable,217M,340M,56M,(717M),813M
Other Assets/Liabilities,(391M),(170M),(220M),(81M),(208M)
Net Operating Cash Flow,12M,2.52B,1.2B,2.22B,2.49B
Net Operating Cash Flow Growth,-,"20,866.67%",-52.23%,84.61%,12.08%
Net Operating Cash Flow / Sales,0.04%,10.75%,5.02%,9.94%,10.51%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(1.34B),(645M),(586M),(443M),(552M)
Capital Expenditures Growth,-,51.97%,9.15%,24.40%,-24.60%
Capital Expenditures / Sales,-4.45%,-2.76%,-2.44%,-1.99%,-2.33%
Capital Expenditures (Fixed Assets),(1.34B),(645M),(586M),(443M),(552M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(6M),(21M),(25M),(209M),(739M)
Sale of Fixed Assets & Businesses,253M,2.25B,39M,262M,143M
Purchase/Sale of Investments,(41M),(1M),25M,-,8M
Purchase of Investments,(41M),(1M),-,-,-
Sale/Maturity of Investments,-,-,25M,-,8M
Other Uses,-,(387M),-,-,-
Other Sources,2.06B,-,5M,2M,1M
Net Investing Cash Flow,(1.14B),1.2B,12.08B,(390M),(1.1B)
Net Investing Cash Flow Growth,-,205.19%,909.87%,-103.23%,-183.08%
Net Investing Cash Flow / Sales,-3.77%,5.11%,50.39%,-1.75%,-4.66%
