Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,2.91B,3.35B,3.48B,3.17B,3.26B
Net Income Growth,-,14.87%,4.16%,-9.10%,2.84%
"Depreciation, Depletion & Amortization",441M,763M,829M,878M,890M
Depreciation and Depletion,362M,493M,466M,523M,568M
Amortization of Intangible Assets,79M,270M,363M,355M,322M
Deferred Taxes & Investment Tax Credit,401M,(3M),92M,(127M),(66M)
Deferred Taxes,401M,(3M),92M,(127M),(66M)
Investment Tax Credit,-,-,-,-,-
Other Funds,123M,153M,133M,128M,126M
Funds from Operations,3.88B,4.26B,4.54B,4.05B,4.21B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,2M,(1.11B),(1.56B),(188M),64M
Receivables,(1.18B),(383M),(1.13B),255M,(272M)
Accounts Payable,657M,(197M),6M,(215M),194M
Other Assets/Liabilities,709M,61M,(60M),(730M),(263M)
Net Operating Cash Flow,3.88B,3.15B,2.98B,3.86B,4.27B
Net Operating Cash Flow Growth,-,-18.85%,-5.30%,29.42%,10.71%
Net Operating Cash Flow / Sales,12.52%,8.70%,7.58%,10.17%,11.10%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(428M),(690M),(987M),(967M),(887M)
Capital Expenditures Growth,-,-61.21%,-43.04%,2.03%,8.27%
Capital Expenditures / Sales,-1.38%,-1.91%,-2.51%,-2.55%,-2.31%
Capital Expenditures (Fixed Assets),(428M),(690M),(987M),(967M),(887M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(399M),(10.1B),(19M),(203M),-
Sale of Fixed Assets & Businesses,50M,562M,14M,171M,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(54M),(27M),(53M),(59M),(20M)
Other Sources,-,-,-,-,50M
Net Investing Cash Flow,(831M),(10.25B),(1.05B),(1.03B),(902M)
Net Investing Cash Flow Growth,-,"-1,133.94%",89.81%,1.15%,12.68%
Net Investing Cash Flow / Sales,-2.68%,-28.33%,-2.66%,-2.72%,-2.34%
