Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,344M,1.91B,1.05B,(322M),3.43B
Net Income Growth,-,454.65%,-45.02%,-130.70%,"1,164.29%"
"Depreciation, Depletion & Amortization",3.05B,2.58B,2.54B,2.63B,2.6B
Depreciation and Depletion,2.73B,2.28B,2.27B,2.25B,2.24B
Amortization of Intangible Assets,321M,294M,267M,379M,354M
Deferred Taxes & Investment Tax Credit,(1.12B),2.23B,1.08B,(294M),(167M)
Deferred Taxes,(1.12B),2.23B,1.08B,(294M),(167M)
Investment Tax Credit,-,-,-,-,-
Other Funds,2.19B,1.09B,1.07B,2.48B,1.38B
Funds from Operations,4.46B,7.8B,5.73B,4.49B,7.24B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(3.12B),(4.84B),(1.74B),(2.25B),(1.37B)
Receivables,(5M),(586M),(36M),(948M),(756M)
Accounts Payable,992M,(27M),(525M),(225M),1.61B
Other Assets/Liabilities,(3.3B),550M,(127M),(424M),(190M)
Net Operating Cash Flow,1.34B,2.96B,4B,2.24B,5.87B
Net Operating Cash Flow Growth,-,122.02%,34.85%,-43.96%,162.10%
Net Operating Cash Flow / Sales,4.61%,9.60%,13.83%,8.31%,21.07%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(3.14B),(2.96B),(2.86B),(2.38B),(2.5B)
Capital Expenditures Growth,-,5.77%,3.38%,16.56%,-4.99%
Capital Expenditures / Sales,-10.84%,-9.57%,-9.88%,-8.84%,-8.98%
Capital Expenditures (Fixed Assets),(3.14B),(2.96B),(2.86B),(2.38B),(2.5B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(2.22B),(207M),(1.53B),(866M),(505M)
Sale of Fixed Assets & Businesses,679M,1.11B,597M,703M,354M
Purchase/Sale of Investments,(7M),65M,(13M),(53M),(45M)
Purchase of Investments,(45M),(33M),(39M),(101M),(60M)
Sale/Maturity of Investments,38M,98M,26M,48M,15M
Other Uses,(686M),(1.63B),(403M),(644M),(903M)
Other Sources,5.51B,156M,-,-,-
Net Investing Cash Flow,(4.91B),(1.88B),(3.46B),(2.58B),(2.8B)
Net Investing Cash Flow Growth,-,61.69%,-83.88%,25.43%,-8.46%
Net Investing Cash Flow / Sales,-16.96%,-6.09%,-11.96%,-9.57%,-10.03%
