Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,4.16B,3.35B,2.78B,(1.11B),1.29B
Net Income Growth,-,-19.32%,-16.97%,-139.76%,216.35%
"Depreciation, Depletion & Amortization",1.99B,2.07B,2.26B,2.35B,2.41B
Depreciation and Depletion,1.34B,1.4B,1.5B,1.6B,1.71B
Amortization of Intangible Assets,650M,668M,759M,748M,695M
Deferred Taxes & Investment Tax Credit,(2.54B),203M,234M,158M,(126M)
Deferred Taxes,(2.54B),203M,234M,158M,(126M)
Investment Tax Credit,-,-,-,-,-
Other Funds,-,-,-,(19M),131M
Funds from Operations,3.6B,5.63B,5.27B,1.38B,3.7B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,1.88B,(1.25B),258M,(435M),2.16B
Receivables,(870M),(457M),(1.47B),2.77B,(4.38B)
Accounts Payable,1.84B,304M,1.53B,(4.07B),6.3B
Other Assets/Liabilities,917M,(107M),451M,48M,18M
Net Operating Cash Flow,5.48B,4.37B,5.53B,948M,5.86B
Net Operating Cash Flow Growth,-,-20.27%,26.54%,-82.86%,518.04%
Net Operating Cash Flow / Sales,5.83%,3.73%,5.11%,1.46%,5.14%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(1.97B),(3.2B),(2.85B),(2.44B),(2.46B)
Capital Expenditures Growth,-,-62.06%,10.94%,14.50%,-0.90%
Capital Expenditures / Sales,-2.10%,-2.73%,-2.63%,-3.75%,-2.16%
Capital Expenditures (Fixed Assets),(1.45B),(2.28B),(2.07B),(1.79B),(1.67B)
Capital Expenditures (Other Assets),(523M),(915M),(780M),(648M),(793M)
Net Assets from Acquisitions,(406M),(468M),-,-,-
Sale of Fixed Assets & Businesses,30M,32M,-,-,189M
Purchase/Sale of Investments,-,(181M),(164M),(54M),261M
Purchase of Investments,-,(181M),(164M),(54M),(9M)
Sale/Maturity of Investments,-,-,-,-,270M
Other Uses,(2M),(88M),-,-,-
Other Sources,20M,-,-,-,-
Net Investing Cash Flow,(2.35B),(3.9B),(3B),(2.43B),(1.97B)
Net Investing Cash Flow Growth,-,-65.65%,22.97%,19.19%,18.76%
Net Investing Cash Flow / Sales,-2.50%,-3.33%,-2.77%,-3.74%,-1.73%
