Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,601.19M,515.81M,617.66M,584.48M,670.4M
Net Income Growth,-,-14.20%,19.75%,-5.37%,14.70%
"Depreciation, Depletion & Amortization",305.97M,346.25M,409.94M,435.08M,512M
Depreciation and Depletion,281.59M,310.85M,369.4M,388.47M,443.8M
Amortization of Intangible Assets,24.37M,35.4M,40.54M,46.61M,68.2M
Deferred Taxes & Investment Tax Credit,(235.7M),64.64M,76.01M,62.02M,66.8M
Deferred Taxes,(235.7M),64.64M,76.01M,62.02M,66.8M
Investment Tax Credit,-,-,-,-,-
Other Funds,129.56M,(92.44M),(791K),20.18M,(93.4M)
Funds from Operations,801.01M,834.25M,1.1B,1.1B,1.16B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(156.33M),(1.48M),(118.7M),(31.39M),(143.9M)
Receivables,(81.56M),63.23M,(29.73M),13.41M,(42M)
Accounts Payable,9.82M,40.18M,21.79M,(6.94M),(23.3M)
Other Assets/Liabilities,(71.78M),(82.06M),(77.84M),(48.44M),(86.5M)
Net Operating Cash Flow,644.68M,832.78M,984.12M,1.07B,1.01B
Net Operating Cash Flow Growth,-,29.18%,18.17%,8.76%,-5.46%
Net Operating Cash Flow / Sales,16.57%,19.00%,19.97%,22.04%,18.23%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(459.57M),(469.09M),(384.09M),(362.19M),(451.3M)
Capital Expenditures Growth,-,-2.07%,18.12%,5.70%,-24.60%
Capital Expenditures / Sales,-11.81%,-10.70%,-7.79%,-7.46%,-8.13%
Capital Expenditures (Fixed Assets),(459.57M),(469.09M),(384.09M),(362.19M),(451.3M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.11B),(221.42M),(44.15M),(43.22M),(1.64B)
Sale of Fixed Assets & Businesses,303.05M,33.47M,24.41M,12.43M,216.5M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(3.25M),(12.85M),(12M),-,-
Other Sources,-,3.38M,-,-,-
Net Investing Cash Flow,(1.27B),(669.89M),(415.84M),(381.51M),(1.87B)
Net Investing Cash Flow Growth,-,47.23%,37.92%,8.25%,-391.23%
Net Investing Cash Flow / Sales,-32.63%,-15.28%,-8.44%,-7.86%,-33.75%
