Item,2018,2019,2020,2021,2022
Funds from Operations,2.25B,2.5B,2.44B,2.19B,2.77B
Funds from Operations Growth,-,11.44%,-2.38%,-10.25%,26.20%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,6.27M,106.85M,(551M),118.26M,(192.75M)
Net Operating Cash Flow,2.25B,2.61B,1.89B,2.31B,2.58B
Net Operating Cash Flow Growth,-,15.88%,-27.48%,22.13%,11.40%
Net Operating Cash Flow / Interest Income,48.98%,53.49%,45.14%,58.69%,41.22%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(97.68M),(648.13M),(927.11M),(346.35M),(214.39M)
Capital Expenditures (Fixed Assets),(97.68M),(178.05M),(172.29M),(149.21M),(214.39M)
Capital Expenditures (Other Assets),-,(470.08M),(754.82M),(197.14M),-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,393.92M
Purchase/Sale of Investments,1.82B,3.07B,1.98B,323.96M,(5.79B)
Purchase of Investments,(1.3B),(1.89B),(610.03M),(2.31B),(9.57B)
Sale/Maturity of Investments,3.13B,4.95B,2.59B,2.63B,3.78B
Increase in Loans,(3.65B),(2.8B),(24.25B),(18.37B),(3.64B)
Decrease in Loans,-,1.05B,-,5.68B,26.88B
Other Uses,-,(195.92M),-,(510.3M),(619.03M)
Other Sources,355.16M,-,67.41M,-,1.58B
Net Investing Cash Flow,(1.57B),474.47M,(23.12B),(13.23B),18.59B
Net Investing Cash Flow Growth,-,130.17%,"-4,973.65%",42.79%,240.54%
Net Investing Cash Flow / Interest Income,-34.20%,9.72%,-551.53%,-335.84%,297.60%
