Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.18B,6.48B,8.99B,7.77B,9.8B
Net Income Growth,-,447.88%,38.74%,-13.54%,26.21%
"Depreciation, Depletion & Amortization",1.26B,1.09B,1.37B,1.54B,1.45B
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(1.26B),(413M),(280M),(18M),894M
Deferred Taxes,(1.26B),(413M),(280M),(18M),894M
Investment Tax Credit,-,-,-,-,-
Other Funds,2.28B,1.72B,35M,(132M),(850M)
Funds from Operations,3.47B,8.87B,10.11B,9.15B,11.3B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,3.02B,(1.24B),366M,690M,1.33B
Receivables,(141M),27M,(158M),882M,(225M)
Accounts Payable,(890M),(251M),1.32B,(860M),2.84B
Other Assets/Liabilities,4.56B,(796M),(707M),585M,(592M)
Net Operating Cash Flow,6.49B,7.63B,10.47B,9.84B,12.63B
Net Operating Cash Flow Growth,-,17.61%,37.29%,-5.99%,28.25%
Net Operating Cash Flow / Sales,18.54%,22.34%,28.09%,29.80%,32.60%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(1.68B),(1.55B),(2.05B),(1.18B),(1.37B)
Capital Expenditures Growth,-,7.58%,-32.69%,42.70%,-16.14%
Capital Expenditures / Sales,-4.79%,-4.53%,-5.51%,-3.56%,-3.53%
Capital Expenditures (Fixed Assets),(1.68B),(1.55B),(2.05B),(1.18B),(1.37B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(3.81B),(1.26B),(5.54B),(1.05B),(4.77B)
Sale of Fixed Assets & Businesses,3.93B,1.61B,1.41B,378M,2.29B
Purchase/Sale of Investments,(602M),7.19B,2.27B,252M,1.03B
Purchase of Investments,(17.3B),(7.79B),(4.7B),(13.58B),(6.03B)
Sale/Maturity of Investments,16.69B,14.98B,6.97B,13.84B,7.06B
Other Uses,(93M),(60M),(56M),-,-
Other Sources,-,-,-,310M,-
Net Investing Cash Flow,(2.24B),5.93B,(3.98B),(1.48B),(2.77B)
Net Investing Cash Flow Growth,-,364.72%,-167.08%,62.85%,-87.20%
Net Investing Cash Flow / Sales,-6.40%,17.36%,-10.67%,-4.47%,-7.14%
