Item,2017,2018,2019,2020,2021
Funds from Operations,33.02B,27.26B,27.03B,34.07B,12.3B
Funds from Operations Growth,-,-17.44%,-0.84%,26.02%,-63.90%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(1.36B),8.45B,2.8B,(15.86B),14.47B
Net Operating Cash Flow,31.66B,35.71B,29.83B,18.21B,26.77B
Net Operating Cash Flow Growth,-,12.82%,-16.47%,-38.97%,47.04%
Net Operating Cash Flow / Interest Income,53.74%,55.24%,45.14%,37.99%,67.44%
Item,2017,2018,2019,2020,2021
Capital Expenditures,-,-,-,-,-
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(320M),(472M),(513M),-,-
Sale of Fixed Assets & Businesses,30M,-,-,-,-
Purchase/Sale of Investments,21.43B,32.18B,6.03B,108.35B,7.54B
Purchase of Investments,(120.18B),(67.68B),(94.46B),(146.98B),(189.91B)
Sale/Maturity of Investments,141.61B,99.87B,100.49B,255.32B,197.44B
Increase in Loans,(56.78B),(61.88B),(76.17B),(14.37B),(98.07B)
Decrease in Loans,18.2B,23.09B,15.95B,71B,40.83B
Other Uses,(625M),(769M),-,-,-
Other Sources,-,-,1.47B,784M,3.78B
Net Investing Cash Flow,(18.07B),(7.86B),(53.25B),165.77B,(45.92B)
Net Investing Cash Flow Growth,-,56.52%,-577.68%,411.33%,-127.70%
Net Investing Cash Flow / Interest Income,-30.67%,-12.15%,-80.57%,345.93%,-115.67%
