Item,2017,2018,2019,2020,2021
Funds from Operations,2.37B,2.66B,2.89B,3.06B,2.15B
Funds from Operations Growth,-,12.26%,9.00%,5.63%,-29.60%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(621M),(914M),(525M),(2.98B),(962M)
Net Operating Cash Flow,1.74B,1.74B,2.37B,79M,1.19B
Net Operating Cash Flow Growth,-,-0.17%,36.07%,-96.67%,"1,406.33%"
Net Operating Cash Flow / Interest Income,35.45%,30.24%,38.28%,1.47%,24.53%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(456M),(511M),(393M),(118M),(1.17B)
Capital Expenditures (Fixed Assets),(253M),(232M),(126M),(118M),(124M)
Capital Expenditures (Other Assets),(203M),(279M),(267M),-,(1.05B)
Net Assets from Acquisitions,-,(533M),(129M),(3M),(165M)
Sale of Fixed Assets & Businesses,-,-,31M,-,-
Purchase/Sale of Investments,(113M),384M,1.1B,(846M),(2.8B)
Purchase of Investments,(6.29B),(5.19B),(9.65B),(9.27B),(12.41B)
Sale/Maturity of Investments,6.18B,5.57B,10.75B,8.43B,9.61B
Increase in Loans,(3.63B),(6.45B),(5.16B),(5.1B),(6.97B)
Decrease in Loans,386M,70M,-,32M,2.02B
Other Uses,(28M),(16M),-,(65M),(316M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(3.85B),(7.05B),(4.55B),(6.1B),(9.4B)
Net Investing Cash Flow Growth,-,-83.38%,35.51%,-34.24%,-54.01%
Net Investing Cash Flow / Interest Income,-78.15%,-122.46%,-73.47%,-113.94%,-193.80%
