Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,995.52M,1.04B,916.57M,1.21B,1.23B
Net Income Growth,-,4.52%,-11.91%,32.31%,1.27%
"Depreciation, Depletion & Amortization",863.79M,1.07B,1.08B,1.16B,1.33B
Depreciation and Depletion,773.8M,819.93M,885.28M,981.38M,1.1B
Amortization of Intangible Assets,89.99M,252.03M,195.38M,177.68M,231.97M
Deferred Taxes & Investment Tax Credit,491.63M,174.81M,209.81M,257.15M,347.06M
Deferred Taxes,491.63M,174.81M,209.81M,257.15M,347.06M
Investment Tax Credit,-,-,-,-,-
Other Funds,(428.25M),(349.42M),(77.81M),(735.88M),(675.86M)
Funds from Operations,1.92B,1.94B,2.13B,1.89B,2.23B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,73.52M,(153.89M),(119.66M),(210.45M),(271.62M)
Receivables,(64.87M),(209.2M),(98.72M),(351.84M),(135.51M)
Accounts Payable,56.07M,(22.08M),14.87M,122.57M,(29.2M)
Other Assets/Liabilities,91.55M,78.23M,(27.73M),34.23M,(105.05M)
Net Operating Cash Flow,2B,1.78B,2.01B,1.68B,1.96B
Net Operating Cash Flow Growth,-,-10.63%,12.65%,-16.27%,16.64%
Net Operating Cash Flow / Sales,25.75%,21.12%,23.57%,18.90%,19.90%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(2.35B),(2.52B),(2.91B),(2.94B),(3.18B)
Capital Expenditures Growth,-,-7.46%,-15.38%,-1.08%,-7.89%
Capital Expenditures / Sales,-30.29%,-29.87%,-34.15%,-33.05%,-32.19%
Capital Expenditures (Fixed Assets),(2.35B),(2.52B),(2.91B),(2.94B),(3.18B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(877.65M),-,-,(1.11B),-
Sale of Fixed Assets & Businesses,-,193.92M,-,110.54M,-
Purchase/Sale of Investments,(10.24M),(67.79M),(387M),(207.37M),(294.47M)
Purchase of Investments,(843.14M),(1.11B),(953.6M),(641.5M),(742.37M)
Sale/Maturity of Investments,832.9M,1.05B,566.59M,434.12M,447.89M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,14.27M,-
Net Investing Cash Flow,(3.23B),(2.39B),(3.27B),(4.13B),(3.45B)
Net Investing Cash Flow Growth,-,26.00%,-36.97%,-26.11%,16.51%
Net Investing Cash Flow / Sales,-41.67%,-28.30%,-38.40%,-46.37%,-34.95%
