Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,427.9M,482.1M,462.5M,547.5M,539.1M
Net Income Growth,-,12.67%,-4.07%,18.38%,-1.53%
"Depreciation, Depletion & Amortization",212M,260M,299.3M,334.7M,464M
Depreciation and Depletion,63.4M,65.8M,50.6M,38.8M,43.3M
Amortization of Intangible Assets,148.6M,194.2M,248.7M,295.9M,420.7M
Deferred Taxes & Investment Tax Credit,(9.3M),(3.5M),29M,52M,50.7M
Deferred Taxes,(9.3M),(3.5M),29M,52M,50.7M
Investment Tax Credit,-,-,-,-,-
Other Funds,34M,20.8M,64.3M,(8.3M),90.1M
Funds from Operations,664.6M,759.4M,855.1M,925.9M,1.14B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,29M,(142.4M),(256.9M),(285.8M),(700.4M)
Receivables,(18.6M),(34.9M),(33.5M),(42.4M),(85.4M)
Accounts Payable,9.6M,(10.9M),58.6M,144.3M,(26.7M)
Other Assets/Liabilities,38M,(96.6M),(282M),(387.7M),(588.3M)
Net Operating Cash Flow,693.6M,617M,598.2M,640.1M,443.5M
Net Operating Cash Flow Growth,-,-11.04%,-3.05%,7.00%,-30.71%
Net Operating Cash Flow / Sales,15.74%,13.82%,12.82%,12.49%,7.73%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(137.9M),(72.6M),(98.7M),(100.7M),(73.1M)
Capital Expenditures Growth,-,47.35%,-35.95%,-2.03%,27.41%
Capital Expenditures / Sales,-3.13%,-1.63%,-2.12%,-1.96%,-1.27%
Capital Expenditures (Fixed Assets),(76.7M),(50.6M),(62.7M),(51.9M),(29M)
Capital Expenditures (Other Assets),(61.2M),(22M),(36M),(48.8M),(44.1M)
Net Assets from Acquisitions,(108.3M),(354.7M),(339.1M),(2.6B),(13.3M)
Sale of Fixed Assets & Businesses,-,-,-,18M,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(3.1M),(6.2M),(3.9M),(34M),(24M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(249.3M),(433.5M),(441.7M),(2.65B),(110.4M)
Net Investing Cash Flow Growth,-,-73.89%,-1.89%,-500.79%,95.84%
Net Investing Cash Flow / Sales,-5.66%,-9.71%,-9.47%,-51.77%,-1.92%
