Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,116M,1.17B,819M,730M,937M
Net Income Growth,-,907.76%,-29.94%,-10.87%,28.36%
"Depreciation, Depletion & Amortization",198M,197M,244M,259M,249M
Depreciation and Depletion,145M,151M,205M,210M,203M
Amortization of Intangible Assets,53M,46M,39M,49M,46M
Deferred Taxes & Investment Tax Credit,270M,(3M),(17M),(6M),(144M)
Deferred Taxes,270M,(3M),(17M),(6M),(144M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(84M),87M,116M,65M,191M
Funds from Operations,500M,1.45B,1.16B,1.05B,1.23B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,978M,(109M),(102M),285M,(22M)
Receivables,(289M),(185M),238M,62M,(313M)
Accounts Payable,262M,(57M),(117M),(11M),181M
Other Assets/Liabilities,807M,100M,(32M),69M,311M
Net Operating Cash Flow,1.48B,1.34B,1.06B,1.33B,1.21B
Net Operating Cash Flow Growth,-,-9.27%,-20.95%,25.75%,-9.15%
Net Operating Cash Flow / Sales,24.97%,21.82%,19.59%,23.25%,19.15%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(145M),(173M),(124M),(162M),(226M)
Capital Expenditures Growth,-,-19.31%,28.32%,-30.65%,-39.51%
Capital Expenditures / Sales,-2.45%,-2.81%,-2.29%,-2.83%,-3.57%
Capital Expenditures (Fixed Assets),(145M),(173M),(124M),(162M),(226M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(75M),(3M),(73M),(350M),(380M)
Sale of Fixed Assets & Businesses,210M,-,96M,371M,-
Purchase/Sale of Investments,(10M),876M,1.37B,160M,45M
Purchase of Investments,(1.39B),(41M),(13M),(5M),(18M)
Sale/Maturity of Investments,1.38B,917M,1.38B,165M,63M
Other Uses,(1M),-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(21M),704M,1.27B,21M,(561M)
Net Investing Cash Flow Growth,-,"3,452.38%",80.26%,-98.35%,"-2,771.43%"
Net Investing Cash Flow / Sales,-0.35%,11.45%,23.45%,0.37%,-8.87%
