Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,537.6M,543.5M,578.9M,805.3M,838.7M
Net Income Growth,-,1.10%,6.51%,39.11%,4.15%
"Depreciation, Depletion & Amortization",150.2M,150.1M,162.7M,170.9M,169.4M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(43.9M),46.1M,33.6M,10.6M,(52.7M)
Deferred Taxes,(43.9M),46.1M,33.6M,10.6M,(52.7M)
Investment Tax Credit,-,-,-,-,-
Other Funds,92.3M,142.1M,87.9M,57.8M,52.2M
Funds from Operations,736.2M,881.8M,863.1M,1.04B,1.01B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(370.9M),(393.3M),(215.3M),(224.5M),(425.2M)
Receivables,(281.5M),(123.5M),(71.8M),(241.1M),(443.9M)
Accounts Payable,166.7M,103M,61.8M,144.4M,165.3M
Other Assets/Liabilities,(64.8M),(268.4M),(199M),174.5M,(53M)
Net Operating Cash Flow,365.3M,488.5M,647.8M,820.1M,582.4M
Net Operating Cash Flow Growth,-,33.73%,32.61%,26.60%,-28.98%
Net Operating Cash Flow / Sales,8.52%,10.60%,13.95%,16.26%,10.04%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(83M),(93.9M),(67.2M),(100.1M),(142.3M)
Capital Expenditures Growth,-,-13.13%,28.43%,-48.96%,-42.16%
Capital Expenditures / Sales,-1.94%,-2.04%,-1.45%,-1.98%,-2.45%
Capital Expenditures (Fixed Assets),(83M),(93.9M),(67.2M),(100.1M),(142.3M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(73M),(5.2M),(198.2M)
Sale of Fixed Assets & Businesses,107.6M,-,-,-,50.5M
Purchase/Sale of Investments,(48.5M),(48M),(47.2M),(12.7M),-
Purchase of Investments,(48.5M),(48M),(47.2M),(12.7M),-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(107M),(54M),(20.4M),(13.7M),-
Other Sources,34M,-,-,-,16.3M
Net Investing Cash Flow,(130.9M),(186.7M),(176.7M),(112M),(266.4M)
Net Investing Cash Flow Growth,-,-42.63%,5.36%,36.62%,-137.86%
Net Investing Cash Flow / Sales,-3.05%,-4.05%,-3.81%,-2.22%,-4.59%
