Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,2.23B,1.64B,1.06B,2.2B,1.23B
Net Income Growth,-,-26.26%,-35.36%,107.25%,-43.98%
"Depreciation, Depletion & Amortization",171M,212M,258M,300M,363M
Depreciation and Depletion,157M,197M,222M,237M,297M
Amortization of Intangible Assets,14M,15M,36M,63M,66M
Deferred Taxes & Investment Tax Credit,(603M),386M,283M,534M,342M
Deferred Taxes,(603M),386M,283M,534M,342M
Investment Tax Credit,-,-,-,-,-
Other Funds,108M,119M,542M,(375M),629M
Funds from Operations,1.9B,2.36B,2.15B,2.66B,2.57B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(587M),164M,220M,(21M),(683M)
Receivables,-,-,-,-,-
Accounts Payable,(193M),133M,(306M),282M,(54M)
Other Assets/Liabilities,(166M),(166M),345M,(493M),(328M)
Net Operating Cash Flow,1.32B,2.52B,2.37B,2.64B,1.88B
Net Operating Cash Flow Growth,-,91.65%,-6.30%,11.59%,-28.61%
Net Operating Cash Flow / Sales,12.97%,22.16%,19.22%,20.44%,13.48%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(215M),(235M),(359M),(484M),(307M)
Capital Expenditures Growth,-,-9.30%,-52.77%,-34.82%,36.57%
Capital Expenditures / Sales,-2.12%,-2.06%,-2.92%,-3.75%,-2.20%
Capital Expenditures (Fixed Assets),(215M),(235M),(359M),(484M),(307M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(1.06B),(118M),(243M)
Sale of Fixed Assets & Businesses,-,-,-,93M,83M
Purchase/Sale of Investments,-,(338M),246M,(86M),(28M)
Purchase of Investments,-,(338M),(103M),(86M),(28M)
Sale/Maturity of Investments,-,-,349M,-,-
Other Uses,(11M),(64M),-,-,(18M)
Other Sources,1.11B,18M,-,574M,25M
Net Investing Cash Flow,128M,(637M),(1.1B),(595M),(488M)
Net Investing Cash Flow Growth,-,-597.66%,-72.68%,45.91%,17.98%
Net Investing Cash Flow / Sales,1.26%,-5.59%,-8.94%,-4.61%,-3.49%
