Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,883.9M,824.9M,1.56B,2.38B,1.28B
Net Income Growth,-,-6.67%,88.75%,52.83%,-46.18%
"Depreciation, Depletion & Amortization",552.1M,577.2M,624.7M,940M,828.3M
Depreciation and Depletion,320.4M,334M,549.6M,570.4M,518.7M
Amortization of Intangible Assets,231.7M,243.2M,275.4M,369.6M,259.3M
Deferred Taxes & Investment Tax Credit,22.2M,29.2M,(47M),(75.9M),18.3M
Deferred Taxes,22.2M,29.2M,(47M),(75.9M),18.3M
Investment Tax Credit,-,-,-,-,-
Other Funds,(82.5M),307.8M,857.5M,129.7M,432.1M
Funds from Operations,1.38B,1.74B,2.99B,3.37B,2.56B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(70.3M),(294.4M),(856.9M),(263.7M),(603.4M)
Receivables,(30.8M),(123.1M),(955.9M),42.8M,(84.1M)
Accounts Payable,43.3M,(12.8M),(5.3M),(10.2M),307.1M
Other Assets/Liabilities,(91.7M),(136.6M),300.9M,(299.1M),(780.9M)
Net Operating Cash Flow,1.31B,1.44B,2.14B,3.11B,1.96B
Net Operating Cash Flow Growth,-,10.67%,47.80%,45.63%,-37.10%
Net Operating Cash Flow / Sales,11.52%,12.50%,15.28%,19.29%,13.15%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(379.8M),(400.2M),(381.7M),(460.4M),(481.9M)
Capital Expenditures Growth,-,-5.37%,4.62%,-20.62%,-4.67%
Capital Expenditures / Sales,-3.35%,-3.46%,-2.73%,-2.86%,-3.24%
Capital Expenditures (Fixed Assets),(379.8M),(400.2M),(381.7M),(460.4M),(481.9M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(117.8M),(876M),(267.6M),(496.9M),(1.16B)
Sale of Fixed Assets & Businesses,53.8M,7.7M,42.1M,87.3M,4.3M
Purchase/Sale of Investments,(22.3M),(16.3M),(39.1M),(14.6M),(12.2M)
Purchase of Investments,(22.3M),(27.5M),(40.1M),(27.8M),(17.4M)
Sale/Maturity of Investments,-,11.2M,1M,13.2M,5.2M
Other Uses,-,-,-,-,-
Other Sources,(48M),-,-,-,-
Net Investing Cash Flow,206.7M,(1.28B),(643.2M),(884.6M),(1.65B)
Net Investing Cash Flow Growth,-,-720.75%,49.87%,-37.53%,-86.77%
Net Investing Cash Flow / Sales,1.82%,-11.10%,-4.60%,-5.49%,-11.11%
