Item,2017,2018,2019,2020,2021
Funds from Operations,904.03M,828.87M,851.26M,668.21M,806.49M
Funds from Operations Growth,-,-8.31%,2.70%,-21.50%,20.69%
Changes in Working Capital,(19.97M),46.31M,21.89M,108.78M,26.39M
Receivables,-,-,-,-,-
Inventories,-,-,-,-,-
Accounts Payable,4.82M,40.63M,71.66M,93.5M,7.77M
Other Assets/Liabilities,(24.78M),5.69M,(49.77M),15.28M,18.63M
Net Operating Cash Flow,884.06M,875.18M,873.15M,776.99M,832.89M
Net Operating Cash Flow Growth,-,-1.00%,-0.23%,-11.01%,7.19%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(115.26M),(106.19M),(108.84M),(94.12M),(111.48M)
Capital Expenditures Growth,-,7.87%,-2.50%,13.53%,-18.44%
Capital Expenditures (Fixed Assets),(115.26M),(106.19M),(108.84M),(94.12M),(111.48M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,1.62M,299.67M,388.09M,-,640K
Purchase/Sale of Investments,1.32B,1.91B,(1.73B),(539.76M),604.87M
Purchase of Investments,(1.01B),(1.01B),(2.33B),(2.05B),(2.14B)
Sale/Maturity of Investments,2.34B,2.92B,594.47M,1.51B,2.74B
Other Uses,-,-,-,(394.18M),-
Other Sources,-,-,9.36M,1.8M,-
Net Investing Cash Flow,1.21B,2.1B,(1.44B),(1.03B),494.03M
