Item,2017,2018,2019,2020,2021
Funds from Operations,3.23B,3.27B,3.53B,3.45B,2.78B
Funds from Operations Growth,-,1.27%,8.01%,-2.38%,-19.41%
Extraordinaries,-,-,-,-,-
Net Operating Cash Flow,4.05B,2.17B,5.28B,5.64B,2.26B
Net Operating Cash Flow Growth,-,-46.36%,143.17%,6.72%,-59.89%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(526M),(612M),(736M),(964M),(1.32B)
Capital Expenditures Growth,-,-16.35%,-20.26%,-30.98%,-36.51%
Capital Expenditures (Fixed Assets),(526M),(612M),(736M),(964M),(1.32B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(31M),(1.16B),-,(709M),(4.19B)
Sale of Fixed Assets & Businesses,2M,-,-,-,-
Purchase/Sale of Investments,(2.39B),(1.32B),(542M),(1.39B),(1.05B)
Purchase of Investments,(6.27B),(5.78B),(6.36B),(9.13B),(7.2B)
Sale/Maturity of Investments,3.88B,4.47B,5.82B,7.73B,6.14B
Increase in Loans,-,-,-,-,-
Decrease in Loans,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(2.94B),(3.09B),(1.28B),(3.07B),(6.56B)
Net Investing Cash Flow Growth,-,-4.96%,58.60%,-139.83%,-113.90%
