Item,2018,2019,2020,2021,2022
Funds from Operations,1.03B,1.17B,1.46B,1.92B,2.19B
Funds from Operations Growth,-,13.29%,24.37%,31.64%,14.18%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,17.69M,200.03M,(72.6M),385M,(1.02B)
Net Operating Cash Flow,1.05B,1.37B,1.38B,2.3B,1.17B
Net Operating Cash Flow Growth,-,30.41%,0.94%,66.36%,-49.33%
Net Operating Cash Flow / Interest Income,34.69%,38.31%,35.93%,52.52%,20.39%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(138.88M),(191.09M),(731.81M),(716M),(915M)
Capital Expenditures (Fixed Assets),(133.88M),(167.94M),(148.67M),(198M),(197M)
Capital Expenditures (Other Assets),(5M),(23.15M),(583.15M),(518M),(718M)
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,29.27M,-,-,-
Purchase/Sale of Investments,2.53B,(1.91B),651.84M,(6.28B),(5.69B)
Purchase of Investments,(1.07B),(5.06B),(3.07B),(9.09B),(7.39B)
Sale/Maturity of Investments,3.6B,3.15B,3.73B,2.81B,1.69B
Increase in Loans,(14.44B),(15.45B),(23.59B),(23.5B),(32.85B)
Decrease in Loans,1.06B,151.26M,953.75M,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,15M,10M
Net Investing Cash Flow,(11B),(17.47B),(22.71B),(30.24B),(39.72B)
Net Investing Cash Flow Growth,-,-58.76%,-30.00%,-33.18%,-31.34%
Net Investing Cash Flow / Interest Income,-362.93%,-488.00%,-589.41%,-689.67%,-694.16%
