Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,8.63B,11.12B,11.24B,12.87B,16.43B
Net Income Growth,-,28.86%,1.09%,14.45%,27.72%
"Depreciation, Depletion & Amortization",2.06B,2.15B,2.3B,2.52B,2.86B
Depreciation and Depletion,-,2.08B,2.22B,2.43B,2.65B
Amortization of Intangible Assets,-,76M,73M,94M,212M
Deferred Taxes & Investment Tax Credit,92M,26M,202M,(569M),(276M)
Deferred Taxes,92M,26M,202M,(569M),(276M)
Investment Tax Credit,-,-,-,-,-
Other Funds,273M,529M,251M,310M,399M
Funds from Operations,11.06B,13.83B,13.99B,15.13B,19.42B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,974M,(790M),(268M),3.71B,(2.85B)
Receivables,139M,33M,(170M),(465M),(435M)
Accounts Payable,352M,743M,68M,5.12B,2.4B
Other Assets/Liabilities,538M,(280M),383M,866M,641M
Net Operating Cash Flow,12.03B,13.04B,13.72B,18.84B,16.57B
Net Operating Cash Flow Growth,-,8.37%,5.25%,37.28%,-12.04%
Net Operating Cash Flow / Sales,11.92%,12.05%,12.45%,14.26%,10.96%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(1.9B),(2.44B),(2.68B),(2.46B),(2.57B)
Capital Expenditures Growth,-,-28.73%,-9.66%,8.03%,-4.18%
Capital Expenditures / Sales,-1.88%,-2.26%,-2.43%,-1.86%,-1.70%
Capital Expenditures (Fixed Assets),(1.9B),(2.44B),(2.68B),(2.46B),(2.57B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(374M),(21M),-,(7.78B),(421M)
Sale of Fixed Assets & Businesses,47M,33M,37M,-,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(4M),-,(12M),-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(2.23B),(2.42B),(2.65B),(10.17B),(2.97B)
Net Investing Cash Flow Growth,-,-8.44%,-9.81%,-283.34%,70.81%
Net Investing Cash Flow / Sales,-2.21%,-2.23%,-2.41%,-7.70%,-1.96%
