Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,(127.1M),101.1M,493.6M,216.9M,341.2M
Net Income Growth,-,179.54%,388.23%,-56.06%,57.31%
"Depreciation, Depletion & Amortization",29.1M,48.7M,67.1M,101.9M,155.9M
Depreciation and Depletion,-,46.9M,64M,96.3M,144.1M
Amortization of Intangible Assets,-,1.8M,3.1M,5.6M,11.8M
Deferred Taxes & Investment Tax Credit,-,-,(277.3M),15.8M,(21.6M)
Deferred Taxes,-,-,(277.3M),15.8M,(21.6M)
Investment Tax Credit,-,-,-,-,-
Other Funds,262.1M,158.6M,213M,239.9M,167.3M
Funds from Operations,164.1M,308.4M,496.4M,574.5M,642.8M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(40.9M),6.1M,(20.8M),(132M),26.7M
Receivables,(93.2M),(60M),(142.3M),(75.5M),(199.9M)
Accounts Payable,56.2M,109M,194.5M,58M,295.1M
Other Assets/Liabilities,(2.2M),(9.8M),15.4M,(12.7M),(126.3M)
Net Operating Cash Flow,123.2M,314.5M,475.6M,442.5M,669.5M
Net Operating Cash Flow Growth,-,155.28%,51.22%,-6.96%,51.30%
Net Operating Cash Flow / Sales,11.94%,21.31%,24.68%,18.07%,23.01%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(67.1M),(180M),(199M),(389.2M),(364.8M)
Capital Expenditures Growth,-,-168.26%,-10.56%,-95.58%,6.27%
Capital Expenditures / Sales,-6.50%,-12.20%,-10.33%,-15.90%,-12.54%
Capital Expenditures (Fixed Assets),(67.1M),(180M),(199M),(389.2M),(364.8M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(11.3M),-,-,(30.2M),(3.9M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(61.4M),(835.2M),(807.7M),193.2M,(138.5M)
Purchase of Investments,(453.5M),(2.03B),(3.06B),(2.47B),(2.27B)
Sale/Maturity of Investments,392.1M,1.2B,2.25B,2.67B,2.13B
Other Uses,-,-,(11.3M),-,(14.3M)
Other Sources,183.8M,-,-,-,-
Net Investing Cash Flow,(139.8M),(1.02B),(1.02B),(216.1M),(521.5M)
Net Investing Cash Flow Growth,-,-626.18%,-0.28%,78.77%,-141.32%
Net Investing Cash Flow / Sales,-13.55%,-68.78%,-52.84%,-8.83%,-17.92%
