Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,553M,718M,834M,1.09B,1.84B
Net Income Growth,-,29.84%,16.16%,30.22%,69.61%
"Depreciation, Depletion & Amortization",273M,260M,442M,1.03B,967M
Depreciation and Depletion,147M,143M,157M,-,340M
Amortization of Intangible Assets,126M,117M,285M,-,627M
Deferred Taxes & Investment Tax Credit,-,-,-,(215M),(114M)
Deferred Taxes,-,-,-,(215M),(114M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(352M),(331M),(446M),775M,(10M)
Funds from Operations,474M,647M,830M,2.68B,2.69B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,95M,104M,109M,112M,2M
Receivables,111M,(112M),89M,(366M),(603M)
Accounts Payable,18M,82M,(148M),173M,430M
Other Assets/Liabilities,(193M),16M,119M,122M,77M
Net Operating Cash Flow,569M,751M,939M,2.79B,2.69B
Net Operating Cash Flow Growth,-,31.99%,25.03%,197.12%,-3.69%
Net Operating Cash Flow / Sales,9.64%,12.15%,5.07%,15.33%,15.08%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(119M),(136M),(173M),(368M),(342M)
Capital Expenditures Growth,-,-14.29%,-27.21%,-112.72%,7.07%
Capital Expenditures / Sales,-2.02%,-2.20%,-0.93%,-2.02%,-1.92%
Capital Expenditures (Fixed Assets),(119M),(136M),(173M),(368M),(342M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(25M),(2M),1.13B,-,-
Sale of Fixed Assets & Businesses,1.01B,-,363M,1.13B,1.75B
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,(3M),-,(12M),(10M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,870M,(141M),1.32B,751M,1.39B
Net Investing Cash Flow Growth,-,-116.21%,"1,036.17%",-43.11%,85.62%
Net Investing Cash Flow / Sales,14.75%,-2.28%,7.13%,4.13%,7.83%
