Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,975M,4.95B,3.46B,(9B),7.01B
Net Income Growth,-,407.38%,-30.06%,-359.97%,177.98%
"Depreciation, Depletion & Amortization",789M,637M,1.75B,10.38B,10.69B
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,1.01B,86M,(924M),983M,(1.39B)
Deferred Taxes,1.01B,86M,(924M),983M,(1.39B)
Investment Tax Credit,-,-,-,-,-
Other Funds,913M,94M,720M,10.7B,1.15B
Funds from Operations,3.69B,5.76B,5B,13.07B,17.46B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,1.59B,176M,3.07B,983M,(1.25B)
Receivables,(431M),(429M),752M,(646M),(1.05B)
Accounts Payable,320M,(59M),229M,188M,245M
Other Assets/Liabilities,(869M),718M,714M,1.07B,606M
Net Operating Cash Flow,5.28B,5.94B,8.07B,14.05B,16.21B
Net Operating Cash Flow Growth,-,12.61%,35.81%,74.19%,15.34%
Net Operating Cash Flow / Sales,25.39%,26.33%,30.85%,33.05%,34.94%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(1.06B),(951M),(836M),(753M),(973M)
Capital Expenditures Growth,-,9.86%,12.09%,9.93%,-29.22%
Capital Expenditures / Sales,-5.08%,-4.22%,-3.20%,-1.77%,-2.10%
Capital Expenditures (Fixed Assets),(1.06B),(951M),(836M),(753M),(973M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(708M),(1.25B),(24.63B),(13.08B),(1.61B)
Sale of Fixed Assets & Businesses,722M,1.25B,15.85B,870M,748M
Purchase/Sale of Investments,975M,74M,(152M),2.11B,1.3B
Purchase of Investments,(5.44B),(2.31B),(3.96B),(4.17B),(5.48B)
Sale/Maturity of Investments,6.41B,2.38B,3.81B,6.28B,6.78B
Other Uses,-,-,-,-,-
Other Sources,-,-,-,542M,641M
Net Investing Cash Flow,(66M),(874M),(9.77B),(10.86B),(538M)
Net Investing Cash Flow Growth,-,"-1,224.24%","-1,017.85%",-11.15%,95.05%
Net Investing Cash Flow / Sales,-0.32%,-3.87%,-37.37%,-25.54%,-1.16%
