Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,3.15B,2.99B,(10.24B),(9.5B),(6.09B)
Net Income Growth,-,-5.14%,-442.34%,7.18%,35.87%
"Depreciation, Depletion & Amortization",2.02B,2.16B,2.41B,2.37B,2.42B
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,-,-,-,-,-
Deferred Taxes,-,-,-,-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,17M,115M,4.71B,2.06B,837M
Funds from Operations,5.19B,5.27B,(3.12B),(5.07B),(2.83B)
Extraordinaries,-,-,-,-,-
Changes in Working Capital,363M,210M,(3.19B),958M,1.16B
Receivables,(58M),(114M),125M,(7M),(171M)
Accounts Payable,(25M),34M,(165M),206M,283M
Other Assets/Liabilities,613M,131M,(2.91B),221M,805M
Net Operating Cash Flow,5.55B,5.48B,(6.3B),(4.11B),(1.67B)
Net Operating Cash Flow Growth,-,-1.33%,-215.09%,34.79%,59.36%
Net Operating Cash Flow / Sales,29.39%,26.29%,-112.62%,-215.36%,-13.72%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(3.75B),(5.43B),(3.62B),(3.61B),(4.94B)
Capital Expenditures Growth,-,-44.81%,33.32%,0.36%,-36.96%
Capital Expenditures / Sales,-19.86%,-26.07%,-64.70%,-189.05%,-40.60%
Capital Expenditures (Fixed Assets),(3.75B),(5.43B),(3.62B),(3.61B),(4.94B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(81M),(90M),(1M)
Sale of Fixed Assets & Businesses,389M,26M,334M,351M,70M
Purchase/Sale of Investments,-,-,-,(200M),200M
Purchase of Investments,-,-,-,(2.87B),(315M)
Sale/Maturity of Investments,-,-,-,2.67B,515M
Other Uses,(142M),(6M),-,-,(96M)
Other Sources,-,-,-,1M,-
Net Investing Cash Flow,(3.5B),(5.28B),(3.24B),(3.54B),(4.77B)
Net Investing Cash Flow Growth,-,-50.69%,38.60%,-9.35%,-34.55%
Net Investing Cash Flow / Sales,-18.55%,-25.34%,-57.91%,-185.69%,-39.18%
