Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,2.09B,583.89M,2.21B,(1.32B),1.21B
Net Income Growth,-,-72.04%,279.24%,-159.61%,191.55%
"Depreciation, Depletion & Amortization",993.48M,1.18B,1.38B,1.39B,1.34B
Depreciation and Depletion,820.48M,1B,1.18B,1.2B,1.14B
Amortization of Intangible Assets,173M,176M,192M,194M,197M
Deferred Taxes & Investment Tax Credit,(1.26B),46.72M,595.05M,18.35M,241.95M
Deferred Taxes,(1.26B),46.72M,595.05M,18.35M,241.95M
Investment Tax Credit,-,-,-,-,-
Other Funds,414.86M,401.46M,(1.99B),(848.27M),(1.42B)
Funds from Operations,2.24B,2.21B,2.19B,(755.87M),1.37B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,270.51M,(164.95M),(281.57M),(673.21M),16.85M
Receivables,(17.97M),(149.55M),(726.61M),960.1M,(236.18M)
Accounts Payable,422.26M,21.51M,465.6M,(1.38B),442.63M
Other Assets/Liabilities,(129.12M),(29.04M),(27.08M),(265.04M),(192.7M)
Net Operating Cash Flow,2.51B,2.05B,1.91B,(1.43B),1.38B
Net Operating Cash Flow Growth,-,-18.44%,-6.56%,-174.78%,196.78%
Net Operating Cash Flow / Sales,23.22%,17.39%,14.82%,-27.68%,14.29%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(1.86B),(1.49B),(739.01M),(270.58M),(490.7M)
Capital Expenditures Growth,-,20.24%,50.30%,63.39%,-81.35%
Capital Expenditures / Sales,-17.26%,-12.64%,-5.73%,-5.24%,-5.07%
Capital Expenditures (Fixed Assets),(1.86B),(1.49B),(739.01M),(270.58M),(490.7M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(1.03B),(535.68M),-,(1.79B)
Sale of Fixed Assets & Businesses,718K,25.61M,4.81B,2.46B,4B
Purchase/Sale of Investments,(16.73M),107.32M,(81.88M),(96.93M),(226.89M)
Purchase of Investments,(16.73M),(56.3M),(81.88M),(96.93M),(226.89M)
Sale/Maturity of Investments,-,163.62M,-,-,-
Other Uses,(1.71M),(17.21M),(31.11M),-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.88B),(2.41B),3.42B,2.1B,1.53B
Net Investing Cash Flow Growth,-,-27.84%,242.11%,-38.71%,-26.79%
Net Investing Cash Flow / Sales,-17.43%,-20.45%,26.50%,40.59%,15.85%
