Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,(316M),1.41B,871M,925M,824M
Net Income Growth,-,544.62%,-38.01%,6.20%,-10.92%
"Depreciation, Depletion & Amortization",1.94B,1.8B,2.03B,2.29B,2.63B
Depreciation and Depletion,1.94B,1.8B,2.03B,2.29B,2.63B
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(527M),(284M),(296M),43M,(177M)
Deferred Taxes,(527M),(284M),(296M),43M,(177M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(134M),(2.3B),(290M),255M,(12M)
Funds from Operations,963M,625M,2.31B,3.51B,3.27B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,2.21B,(932M),(1.05B),(3.5B),(52M)
Receivables,(39M),(76M),(283M),(514M),(252M)
Accounts Payable,(31M),288M,87M,138M,367M
Other Assets/Liabilities,2.33B,(1.06B),(812M),(3.1B),(109M)
Net Operating Cash Flow,3.18B,(307M),1.26B,11M,3.22B
Net Operating Cash Flow Growth,-,-109.66%,511.40%,-99.13%,"29,136.36%"
Net Operating Cash Flow / Sales,25.10%,-2.49%,9.30%,0.07%,18.68%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(4.51B),(4.88B),(5.48B),(5.51B),(5.78B)
Capital Expenditures Growth,-,-8.16%,-12.45%,-0.38%,-4.96%
Capital Expenditures / Sales,-35.62%,-39.50%,-40.39%,-36.93%,-33.55%
Capital Expenditures (Fixed Assets),(4.51B),(4.88B),(5.48B),(5.51B),(5.78B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,78M,-,158M,-,-
Purchase/Sale of Investments,109M,106M,329M,256M,123M
Purchase of Investments,(4.23B),(4.28B),(5.73B),(3.71B),(4.05B)
Sale/Maturity of Investments,4.34B,4.39B,6.06B,3.96B,4.18B
Other Uses,-,-,-,-,-
Other Sources,-,7M,23M,45M,101M
Net Investing Cash Flow,(4.24B),(4.68B),(4.97B),(5.15B),(5.57B)
Net Investing Cash Flow Growth,-,-10.36%,-6.26%,-3.62%,-8.21%
Net Investing Cash Flow / Sales,-33.49%,-37.89%,-36.61%,-34.56%,-32.37%
