Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,713.39M,470.38M,612M,721.1M,702.8M
Net Income Growth,-,-34.06%,30.11%,17.83%,-2.54%
"Depreciation, Depletion & Amortization",297.16M,344.03M,371.5M,393.5M,451.7M
Depreciation and Depletion,279.77M,326.1M,355.1M,376.5M,413.4M
Amortization of Intangible Assets,17.39M,17.94M,16.4M,17M,38.3M
Deferred Taxes & Investment Tax Credit,(239.06M),85.06M,29.4M,43.8M,92.2M
Deferred Taxes,(239.06M),85.06M,29.4M,43.8M,92.2M
Investment Tax Credit,-,-,-,-,-
Other Funds,(2.06M),(1.93M),39.6M,(40.9M),6.4M
Funds from Operations,769.43M,897.54M,1.05B,1.12B,1.25B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(111.55M),(192.4M),(86.4M),(67.4M),(115.4M)
Receivables,(29.33M),(10.62M),(50.4M),6.1M,(194.4M)
Accounts Payable,(17.87M),20.15M,25.9M,(34M),109.8M
Other Assets/Liabilities,20.66M,(47.22M),(34.2M),(20.2M),(104M)
Net Operating Cash Flow,657.88M,705.15M,966.1M,1.05B,1.14B
Net Operating Cash Flow Growth,-,7.19%,37.01%,8.69%,8.34%
Net Operating Cash Flow / Sales,16.59%,16.61%,20.39%,22.20%,21.01%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(410.33M),(375.95M),(393.5M),(359.7M),(423.1M)
Capital Expenditures Growth,-,8.38%,-4.67%,8.59%,-17.63%
Capital Expenditures / Sales,-10.35%,-8.86%,-8.30%,-7.60%,-7.81%
Capital Expenditures (Fixed Assets),(410.33M),(375.95M),(393.5M),(359.7M),(423.1M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(12.1M),(1.65B),-,(65.1M),(3.11B)
Sale of Fixed Assets & Businesses,36.15M,69.11M,8.4M,142.3M,42.8M
Purchase/Sale of Investments,-,771K,600K,(111.2M),14.9M
Purchase of Investments,-,-,-,(111.2M),-
Sale/Maturity of Investments,-,771K,600K,-,14.9M
Other Uses,(43.59M),(79.35M),(1.4M),(16M),-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(386.27M),(1.96B),(385.9M),(409.7M),(3.47B)
Net Investing Cash Flow Growth,-,-407.68%,80.32%,-6.17%,-748.08%
Net Investing Cash Flow / Sales,-9.74%,-46.20%,-8.14%,-8.66%,-64.18%
