Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,743.4M,568.6M,615.9M,785.9M,827.5M
Net Income Growth,-,-23.51%,8.32%,27.60%,5.29%
"Depreciation, Depletion & Amortization",125.4M,141.1M,176.4M,189.7M,219.1M
Depreciation and Depletion,60.9M,64.4M,63.8M,86.3M,93.8M
Amortization of Intangible Assets,64.5M,76.7M,112.6M,103.4M,125.3M
Deferred Taxes & Investment Tax Credit,(237.6M),11.1M,5.6M,25.7M,20.3M
Deferred Taxes,(237.6M),11.1M,5.6M,25.7M,20.3M
Investment Tax Credit,-,-,-,-,-
Other Funds,49.5M,28.8M,33.4M,(70.3M),(55.8M)
Funds from Operations,680.7M,749.6M,831.3M,931M,1.01B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,800K,14M,33.2M,59.3M,(17.3M)
Receivables,(9.7M),(3.4M),(9.2M),(13.4M),2.4M
Accounts Payable,30.3M,54.9M,72.8M,168M,47.5M
Other Assets/Liabilities,16.6M,23.7M,-,(45.6M),(22.1M)
Net Operating Cash Flow,681.5M,763.6M,864.5M,990.3M,993.8M
Net Operating Cash Flow Growth,-,12.05%,13.21%,14.55%,0.35%
Net Operating Cash Flow / Sales,18.05%,18.42%,19.84%,20.23%,19.15%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(45M),(60.4M),(73.7M),(98.9M),(118.8M)
Capital Expenditures Growth,-,-34.22%,-22.02%,-34.19%,-20.12%
Capital Expenditures / Sales,-1.19%,-1.46%,-1.69%,-2.02%,-2.29%
Capital Expenditures (Fixed Assets),(45M),(60.4M),(73.7M),(98.9M),(118.8M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.26B),(49.8M),(475M),(512.7M),(556M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,(1.9M),(4.8M),(3.5M),(7.2M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.3B),(112.1M),(553.5M),(608.1M),(682M)
Net Investing Cash Flow Growth,-,91.40%,-393.76%,-9.86%,-12.15%
Net Investing Cash Flow / Sales,-34.52%,-2.70%,-12.70%,-12.42%,-13.14%
