Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,4.1B,5.03B,3.96B,424M,2.51B
Net Income Growth,-,22.68%,-21.25%,-89.30%,492.45%
"Depreciation, Depletion & Amortization",1.65B,1.77B,2.04B,1.93B,1.97B
Depreciation and Depletion,1.27B,1.28B,1.49B,-,-
Amortization of Intangible Assets,385M,493M,552M,-,-
Deferred Taxes & Investment Tax Credit,(434M),(322M),100M,(43M),233M
Deferred Taxes,(434M),(322M),100M,(43M),233M
Investment Tax Credit,-,-,-,-,-
Other Funds,312M,(155M),234M,2.24B,409M
Funds from Operations,5.63B,6.32B,6.33B,4.54B,5.13B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,1.62B,1.94B,(740M),941M,428M
Receivables,(153M),(391M),(789M),163M,(1.45B)
Accounts Payable,1.69B,1.35B,954M,(25M),842M
Other Assets/Liabilities,67M,(334M),(266M),(47M),(334M)
Net Operating Cash Flow,7.25B,8.26B,5.59B,5.48B,5.56B
Net Operating Cash Flow Growth,-,13.96%,-32.30%,-1.97%,1.29%
Net Operating Cash Flow / Sales,6.13%,6.28%,4.09%,4.50%,4.19%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(1.35B),(1.37B),(1.7B),(1.37B),(1.38B)
Capital Expenditures Growth,-,-1.18%,-24.51%,19.27%,-0.36%
Capital Expenditures / Sales,-1.14%,-1.04%,-1.24%,-1.13%,-1.04%
Capital Expenditures (Fixed Assets),(1.35B),(1.37B),(1.7B),(1.37B),(1.38B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(88M),(4.79B),(741M),(718M),(1.43B)
Sale of Fixed Assets & Businesses,444M,-,3M,724M,6.38B
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,(19M),-
Other Sources,-,-,75M,-,-
Net Investing Cash Flow,(843M),(5.5B),(2.31B),(1.3B),4.07B
Net Investing Cash Flow Growth,-,-552.55%,58.06%,43.78%,413.96%
Net Investing Cash Flow / Sales,-0.71%,-4.18%,-1.69%,-1.06%,3.07%
