Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,847.1M,1.01B,979.15M,908.35M,909.14M
Net Income Growth,-,19.53%,-3.30%,-7.23%,0.09%
"Depreciation, Depletion & Amortization",130.98M,161.86M,165.21M,205.78M,228.41M
Depreciation and Depletion,122.59M,149.21M,153.18M,165.72M,183.77M
Amortization of Intangible Assets,8.38M,12.65M,12.03M,40.07M,44.63M
Deferred Taxes & Investment Tax Credit,62.17M,(7.44M),28.64M,32.04M,28.68M
Deferred Taxes,62.17M,(7.44M),28.64M,32.04M,28.68M
Investment Tax Credit,-,-,-,-,-
Other Funds,(30.35M),(1.85M),(34.45M),10.86M,1.5M
Funds from Operations,1.01B,1.17B,1.14B,1.16B,1.17B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,303K,76.58M,(215.55M),(29.01M),(165.79M)
Receivables,(28.09M),36.13M,(11.15M),(119.52M),(191.63M)
Accounts Payable,(2.55M),48.38M,(44.11M),111.28M,115.1M
Other Assets/Liabilities,(35.73M),(17.99M),(20.52M),(4.65M),19.11M
Net Operating Cash Flow,1.01B,1.24B,923M,1.13B,1B
Net Operating Cash Flow Growth,-,22.92%,-25.67%,22.21%,-11.18%
Net Operating Cash Flow / Sales,11.02%,13.01%,9.72%,11.74%,8.80%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(221.29M),(389.61M),(293.84M),(367.5M),(232.42M)
Capital Expenditures Growth,-,-76.06%,24.58%,-25.07%,36.76%
Capital Expenditures / Sales,-2.41%,-4.08%,-3.09%,-3.82%,-2.04%
Capital Expenditures (Fixed Assets),(221.29M),(389.61M),(293.84M),(367.5M),(232.42M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(520.46M),(857.67M),-,(270.79M),(3.4B)
Sale of Fixed Assets & Businesses,139.95M,9.75M,517.21M,1.99M,2.22M
Purchase/Sale of Investments,-,-,(14.5M),(2.59M),(4.36M)
Purchase of Investments,-,-,(14.5M),(2.59M),(4.36M)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,(7.55M),(6.48M),(21.13M),(344K)
Other Sources,29.51M,-,-,-,-
Net Investing Cash Flow,(593M),(1.24B),220.15M,(656.24M),(3.63B)
Net Investing Cash Flow Growth,-,-108.32%,117.82%,-398.08%,-452.52%
Net Investing Cash Flow / Sales,-6.47%,-12.94%,2.32%,-6.83%,-31.84%
